customer_id,age,gender,city,annual_income,tenure_months,join_date
416017428dc40fe6,63,Male,San Diego,53606,24,2022-10-11
f06e49930ee711b8,59,Female,New York,78295,9,2024-01-04
71f376607a5da2f7,23,Male,San Diego,42985,27,2022-07-13
0bfafb6c2591accb,36,Male,New York,63109,2,2024-08-01
66ea7d581e1552d2,51,Male,Philadelphia,67986,13,2023-09-06
74c72953ab54d010,34,Female,New York,73144,26,2022-08-12
7d81958387b718dc,44,Female,New York,51781,16,2023-06-08
3b259dea58ec980d,31,Male,Chicago,45354,2,2024-08-01
7c6380b2d022657c,23,Male,Chicago,46162,21,2023-01-09
d0b51a98182a4316,46,Female,New York,69401,30,2022-04-14
1cb11d36e1bfa8c7,57,Male,Los Angeles,108484,6,2024-04-03
e3ec3fa7e16d29fe,23,Female,Houston,48234,3,2024-07-02
8c9600a63dde421e,44,Male,Chicago,46006,32,2022-02-13
ba89073e6f158eed,52,Male,Los Angeles,68295,22,2022-12-10
f90f86e66fb223be,41,Male,New York,59397,58,2019-12-26
2200437eda7ac043,53,Male,New York,65323,1,2024-08-31
5aa8d29671052461,18,Male,Los Angeles,20000,34,2021-12-15
7c81f6bc1238babf,67,Female,New York,77371,13,2023-09-06
1ee2471c7bdc56a6,56,Female,New York,87640,14,2023-08-07
3652969f59bf49b7,71,Male,Chicago,87997,21,2023-01-09
ec58df0edc1a0af4,22,Female,Chicago,31463,10,2023-12-05
ce2c975a29dae94d,58,Other,San Jose,50859,20,2023-02-08
3ee0940dfc2e462a,18,Female,Los Angeles,54272,1,2024-08-31
f762e56396833e55,55,Male,Phoenix,34614,54,2020-04-24
518bd25e916db55a,58,Female,Chicago,44754,34,2021-12-15
a8d2e6fbac8a81c8,25,Female,San Antonio,20000,34,2021-12-15
425867dda296753d,38,Female,Los Angeles,60276,13,2023-09-06
80ee0880498eb7b1,45,Male,New York,63804,46,2020-12-20
c5febdac0c77f7e0,25,Female,New York,43864,13,2023-09-06
1b154bfd6015b29c,21,Male,Dallas,45797,60,2019-10-27
299919f5f948102c,18,Female,Dallas,41906,36,2021-10-16
97b5045f07e935a8,29,Female,Philadelphia,46643,47,2020-11-20
92fda0e2e5c4b3af,39,Male,New York,67614,43,2021-03-20
28e6f0c9d7c1300a,33,Female,Dallas,53191,9,2024-01-04
51edd94affa5445a,46,Female,Chicago,60774,30,2022-04-14
1d0293185ffa9e49,26,Male,San Antonio,32525,21,2023-01-09
bd6b455e681aeaf7,52,Female,New York,44231,2,2024-08-01
4bf42a8ab07ff7a4,40,Male,New York,54992,33,2022-01-14
020dbaa1b295d93a,33,Other,Los Angeles,79281,60,2019-10-27
aa8453a7cb309232,31,Male,New York,54935,7,2024-03-04
d9b3429e929fe5c5,38,Male,New York,92299,13,2023-09-06
9667a7b6fa52e2aa,39,Female,Los Angeles,55387,9,2024-01-04
1c65496cf211b618,40,Male,Houston,47229,22,2022-12-10
db0a16f84786e5a8,28,Female,New York,55746,14,2023-08-07
8207b06c3ef44b44,39,Female,Los Angeles,35357,43,2021-03-20
08d41e8cbf2adaca,38,Female,San Antonio,72618,8,2024-02-03
0ecc793c57e73dba,49,Male,Phoenix,65961,20,2023-02-08
731d7e77cd8ff5cf,69,Male,Dallas,74938,18,2023-04-09
f28ac114dd95b5ec,65,Female,Los Angeles,111474,14,2023-08-07
bfd66d3256b85096,44,Male,San Antonio,46337,17,2023-05-09
73cd25139c37a0f4,18,Female,New York,23267,2,2024-08-01
56e839f4321949c8,43,Female,Phoenix,53219,12,2023-10-06
367188e24a1ef94b,48,Male,Los Angeles,44484,60,2019-10-27
4faaf5246ff7e241,22,Male,Chicago,25969,3,2024-07-02
f5bcd5b1f899d000,45,Male,Phoenix,39070,1,2024-08-31
6772020bb10259ed,26,Female,New York,60352,5,2024-05-03
c36d252f309924e1,68,Male,Houston,61338,31,2022-03-15
b871a0e327959826,27,Male,New York,52042,1,2024-08-31
0aa0562fff7cb3bf,46,Male,Chicago,69592,60,2019-10-27
604a28ddb4246349,36,Male,San Jose,68739,16,2023-06-08
cbcf202cf439737b,52,Female,Los Angeles,62384,18,2023-04-09
4b4a62fcf474af2b,55,Female,New York,20000,60,2019-10-27
02d348081fd4f771,63,Female,Los Angeles,66608,3,2024-07-02
209c6a4d2ec6e927,48,Male,New York,86487,1,2024-08-31
6cfca3059e59e20e,20,Male,Chicago,20000,60,2019-10-27
3764f1b9f5fcb998,57,Female,Chicago,61982,21,2023-01-09
998eee2f36908076,40,Male,Los Angeles,81912,17,2023-05-09
1211e1d62e68931d,67,Female,Los Angeles,92716,34,2021-12-15
6b4ddbbebcce2048,31,Female,Los Angeles,27819,9,2024-01-04
c4c55e3b7194eaf9,50,Male,San Antonio,44895,7,2024-03-04
01bbd3ec0b2244b7,23,Female,San Antonio,35695,17,2023-05-09
dfbd5d3d5ada2d04,38,Female,New York,50440,25,2022-09-11
1a3ecc2d0f52e886,41,Female,New York,25033,10,2023-12-05
556e3284a613277c,62,Male,New York,107987,36,2021-10-16
4d6c87e0e782059f,56,Male,New York,77274,49,2020-09-21
313b8ed2c6a0c60b,31,Female,New York,43457,60,2019-10-27
c4141abc69a92609,34,Female,Los Angeles,72959,4,2024-06-02
568205895407189f,44,Female,San Antonio,48253,10,2023-12-05
6570ef342b1917b5,32,Male,Dallas,57177,3,2024-07-02
f8002d32cd7087d3,38,Male,New York,57245,1,2024-08-31
6d7a8575321a0ae2,18,Female,New York,20000,1,2024-08-31
8d89b4216723cd57,36,Male,Houston,55361,23,2022-11-10
a50b5fb580d8dc06,44,Female,Los Angeles,60332,31,2022-03-15
5920e1b374925201,37,Male,New York,44138,40,2021-06-18
10c6a725a5cf273c,42,Female,Philadelphia,20000,13,2023-09-06
d69fbf5300f85334,39,Female,Los Angeles,33526,18,2023-04-09
e1f5aced55dbea84,60,Female,Los Angeles,85912,20,2023-02-08
f04bdf1f22325797,28,Male,San Diego,36568,1,2024-08-31
c1745a93365e3c6f,18,Male,San Diego,53135,5,2024-05-03
4aebaaf2bc7d1b23,41,Male,Phoenix,55292,9,2024-01-04
9ee959141f9ef3bb,30,Male,San Diego,54925,51,2020-07-23
2dacbd07964e905b,19,Other,Chicago,74655,25,2022-09-11
c044e63725d3da6b,62,Male,New York,51453,5,2024-05-03
6471c25573e87bd6,47,Male,New York,55270,12,2023-10-06
1eb7967781db0503,42,Female,New York,42187,33,2022-01-14
2d9d6b0c3418018a,45,Male,New York,91946,16,2023-06-08
28388e71fd4840fe,51,Female,Dallas,50961,14,2023-08-07
340356e3c16a8438,18,Other,San Antonio,20000,4,2024-06-02
45efcc0a4a678847,47,Male,Los Angeles,74818,33,2022-01-14
83cbb1d19cd40c9a,44,Female,San Antonio,20000,57,2020-01-25
95a226b3bad10a86,18,Male,Houston,36106,7,2024-03-04
51e31d17e15af5e1,30,Other,New York,37634,3,2024-07-02
ed71aba46496604a,48,Male,Chicago,73372,30,2022-04-14
ba92c86e56bd99ab,34,Female,Philadelphia,49294,25,2022-09-11
ec58f37c40c6c172,58,Male,San Jose,97065,4,2024-06-02
a7a6696dff999b4e,37,Male,New York,67503,12,2023-10-06
84c30b1c0e94e139,21,Other,San Jose,20000,2,2024-08-01
d94c9be6ed7c69f3,49,Female,San Jose,60173,8,2024-02-03
5dbbae804e62d15f,68,Female,New York,52556,10,2023-12-05
1ea9cc0b97588fe2,30,Female,Houston,55717,13,2023-09-06
c2e67fa6aa7c267c,33,Male,Dallas,55075,4,2024-06-02
43564e83a276126d,50,Male,San Jose,64791,43,2021-03-20
686d57c3ad509d67,46,Female,New York,86002,2,2024-08-01
554fc8512194e859,18,Female,Los Angeles,20000,23,2022-11-10
0387946100d28d38,33,Other,New York,73440,52,2020-06-23
eb4000084b021f3e,43,Male,Chicago,57365,37,2021-09-16
20923a4248c808b3,46,Male,San Antonio,49667,60,2019-10-27
d77af7b9613c486f,42,Female,Phoenix,47853,29,2022-05-14
9f60c8bd2969bd13,19,Male,New York,20000,6,2024-04-03
ae2a51f84a7b60a8,37,Female,San Diego,75018,16,2023-06-08
ab9f51e785d72472,41,Male,San Antonio,40790,60,2019-10-27
3852d181caea32eb,72,Female,Los Angeles,73350,14,2023-08-07
c0f456ae439e0da4,18,Male,New York,38800,54,2020-04-24
9a65c4ee7ee1489f,50,Female,Chicago,76572,2,2024-08-01
a41bab61da53c155,57,Female,Chicago,80657,13,2023-09-06
be234d9a7d777da8,48,Female,Houston,64638,3,2024-07-02
54a0014edb42dfd5,51,Female,New York,64055,2,2024-08-01
b120b462d173dc14,46,Male,Los Angeles,54313,46,2020-12-20
65f0fdad2a341070,53,Female,New York,54541,4,2024-06-02
d98d45976ce03132,36,Male,Chicago,71210,2,2024-08-01
17c508931d32ffbd,33,Female,Los Angeles,36363,4,2024-06-02
61db01d37426ed55,47,Female,San Jose,38586,3,2024-07-02
ef92cb3f525c42d6,45,Male,New York,71483,29,2022-05-14
86e1d726062f8a39,35,Male,Chicago,61945,14,2023-08-07
4f02797b12ea5b77,70,Male,New York,69076,27,2022-07-13
3fc13df0d2119385,57,Male,Los Angeles,66377,1,2024-08-31
e08acc62c9ba332d,18,Male,New York,34103,18,2023-04-09
74e66008555a93b5,21,Other,Phoenix,20000,12,2023-10-06
ae94ea44bc9564d0,47,Male,Houston,50703,2,2024-08-01
cd41d8d901741842,35,Male,New York,61244,56,2020-02-24
40ec3eb82770c2d8,47,Female,Los Angeles,63109,52,2020-06-23
43ca405b9015d4e0,36,Male,New York,69222,57,2020-01-25
6cb0849ad8ce15d2,63,Female,San Jose,53347,13,2023-09-06
053a635bac036020,40,Female,New York,56385,60,2019-10-27
112921f2fae3d0f4,40,Female,Philadelphia,47622,5,2024-05-03
94e0529b3c129199,19,Female,Los Angeles,60273,31,2022-03-15
c22fe0aa02ee35e0,25,Male,Houston,46628,17,2023-05-09
663491c2e58b8e6c,54,Female,San Antonio,64106,13,2023-09-06
17876216ef4d23ba,42,Male,New York,58069,3,2024-07-02
a60789a5f28fcafd,40,Male,San Jose,81910,47,2020-11-20
c29f8ca5708e7704,39,Male,Chicago,39834,60,2019-10-27
342e92346c3d884e,45,Male,Philadelphia,32968,20,2023-02-08
9bb2db9e4bb0f697,38,Female,Chicago,43922,22,2022-12-10
3147179407ee6daa,33,Female,Houston,36039,4,2024-06-02
46f7ea81e6308cc6,52,Male,Los Angeles,63476,3,2024-07-02
402a63642ba675eb,54,Female,New York,67319,13,2023-09-06
c8978fd56c4202e6,46,Male,San Antonio,39413,60,2019-10-27
9462e5072bf6d917,60,Male,San Antonio,47059,50,2020-08-22
992ece3d38a107e2,75,Other,Los Angeles,71099,60,2019-10-27
a903c2dea714d6f9,67,Male,San Antonio,85738,23,2022-11-10
14674442d7bf0d46,33,Male,Los Angeles,44355,34,2021-12-15
b9ce31285e8f7fbc,49,Female,New York,73255,15,2023-07-08
3ea6f34b6f9f6ded,36,Male,Chicago,39582,3,2024-07-02
82e646242a2051dc,18,Male,New York,53687,11,2023-11-05
681241e243bd7ced,18,Female,New York,68743,39,2021-07-18
998260b72419c339,57,Female,Chicago,72567,10,2023-12-05
87676b52507e159d,38,Female,San Antonio,33270,4,2024-06-02
d8ce114be3e3b0f4,27,Male,San Diego,42132,19,2023-03-10
9bbbec5d37df1734,44,Female,Houston,45105,17,2023-05-09
52a0dedbf0915f2c,33,Male,San Jose,42745,45,2021-01-19
3927bbd82f8750bc,40,Female,San Jose,91898,16,2023-06-08
d8fdbd63a72547e8,44,Male,New York,83431,23,2022-11-10
7e96cc665f5fee43,58,Female,New York,81910,1,2024-08-31
8d3320a7a7eb5621,37,Male,New York,45264,5,2024-05-03
17fcfb0703606969,25,Male,Los Angeles,20000,7,2024-03-04
93a32192e9911e8d,23,Male,Los Angeles,28936,1,2024-08-31
0a3d2d024fab17c1,37,Other,New York,72568,1,2024-08-31
93ebc631226489f2,29,Female,Chicago,49145,2,2024-08-01
b727d9e44d5e32b1,58,Female,Chicago,79370,38,2021-08-17
200d66644bb292b4,53,Female,New York,39946,60,2019-10-27
b8347528ddb763e3,36,Female,Los Angeles,25465,1,2024-08-31
6a07c662ced694c1,61,Male,Dallas,40562,1,2024-08-31
423632479312f8a4,26,Male,Philadelphia,57427,22,2022-12-10
3d3b8a5201ba6551,44,Male,Phoenix,55172,24,2022-10-11
e034a1d33a058bc3,56,Female,New York,63395,2,2024-08-01
227f3517cf858907,38,Female,San Diego,68760,5,2024-05-03
08b8060241275fcc,41,Female,New York,82221,11,2023-11-05
37ca418a73c581b7,25,Male,San Jose,28661,52,2020-06-23
b4670dae7ed191ef,53,Female,Los Angeles,96355,9,2024-01-04
7137b884d3d93795,37,Male,Los Angeles,53824,56,2020-02-24
8f1715713378ea30,48,Male,Houston,53007,5,2024-05-03
f780ed761ff81abf,50,Female,Houston,31334,1,2024-08-31
cf8be05f89eeb4a7,40,Male,New York,68750,16,2023-06-08
c2df0aab4388b097,56,Female,San Diego,62165,1,2024-08-31
28de8e81782e9702,48,Male,New York,60515,25,2022-09-11
1ac6840aa895a373,29,Female,New York,27718,40,2021-06-18
10b1a898d4b0578e,40,Female,Los Angeles,83516,6,2024-04-03
fa4ea53f83b3a01e,41,Male,San Antonio,32455,13,2023-09-06
be000176fe9d861d,40,Male,New York,51133,58,2019-12-26
b237fb20c644948d,56,Male,Philadelphia,86724,2,2024-08-01
f677262e9ca634fb,18,Male,Philadelphia,20196,14,2023-08-07
921c52e3b13f5871,48,Other,New York,107983,32,2022-02-13
b9248f6887ee0a26,61,Female,New York,48646,7,2024-03-04
14b696c54d303ef9,44,Male,New York,98730,60,2019-10-27
35f2773181521a3b,46,Female,New York,43020,3,2024-07-02
2688488e2b99e219,63,Male,San Jose,100199,13,2023-09-06
ed44539d49c657c0,23,Female,Los Angeles,56237,19,2023-03-10
401e044db3c618fc,54,Other,New York,50864,52,2020-06-23
f1e723c03d4ab1dd,18,Male,New York,35003,42,2021-04-19
a88062c2793722d3,25,Female,San Antonio,36902,1,2024-08-31
33d4a54d89f3972f,52,Female,New York,67120,40,2021-06-18
458d0c319dd02e6f,18,Male,Phoenix,40525,49,2020-09-21
8279765daa0b4ec3,50,Female,Los Angeles,87604,21,2023-01-09
92a197b023ae7e18,65,Female,New York,103522,9,2024-01-04
0575af4c30b6e8cd,20,Male,San Antonio,20000,46,2020-12-20
4a2ae38e5624c37c,41,Male,Chicago,47722,16,2023-06-08
96588faf8e661b49,52,Female,New York,61844,9,2024-01-04
9fe3204b305fcb36,65,Female,San Antonio,64170,1,2024-08-31
b00787dbece8bc2d,23,Other,Houston,56489,60,2019-10-27
20d3a93dcee28e5c,18,Male,New York,20000,10,2023-12-05
dfc59c0ffea4ef2c,54,Male,Los Angeles,75653,54,2020-04-24
4492c7f84bf98e66,42,Male,New York,59229,22,2022-12-10
5f7057d120f971cc,40,Female,Los Angeles,63151,12,2023-10-06
e655bd3308a3ddd4,60,Male,New York,100538,1,2024-08-31
63cf2ef1edfe0197,64,Male,Los Angeles,105466,38,2021-08-17
1f8e7d733ce9c604,41,Male,New York,85126,26,2022-08-12
5bd09ffaae7c6b22,56,Female,Philadelphia,41091,8,2024-02-03
ffc02cf5f913e5b1,54,Female,Los Angeles,50122,36,2021-10-16
9adcee7ccdfb82be,50,Male,Houston,51225,19,2023-03-10
6a8ad99dc49c2840,42,Male,Los Angeles,23550,2,2024-08-01
48b8564b71d6b280,29,Female,Dallas,35281,33,2022-01-14
a88ca8885362629c,63,Female,Houston,81659,6,2024-04-03
1420f8b0abc9122f,22,Male,New York,73918,1,2024-08-31
b13f308f03adfa70,51,Female,Los Angeles,78596,20,2023-02-08
47cd1604f5da6b0a,59,Male,Houston,56666,54,2020-04-24
53eb6d0c62cf43b6,37,Male,New York,69302,7,2024-03-04
7b3d57862b0dcbcc,42,Female,Chicago,59499,49,2020-09-21
0e0b166b67bdd71b,51,Female,New York,81625,8,2024-02-03
785b09e4925030d7,41,Female,New York,51742,8,2024-02-03
aef85d950b8f93e4,42,Female,New York,49756,30,2022-04-14
6ebfde25cc240df5,56,Female,San Jose,63585,7,2024-03-04
d390670d68d4c19e,24,Male,Phoenix,28614,59,2019-11-26
d42fa3a62d828a75,44,Female,Chicago,58990,6,2024-04-03
41745af2e6dc3ab6,51,Male,Chicago,68230,60,2019-10-27
20411259ee3695cc,49,Male,New York,83805,1,2024-08-31
90ce2781e4dd5f83,60,Male,San Diego,88861,4,2024-06-02
28a9f94ca1078d44,39,Female,New York,40348,11,2023-11-05
5ec0c30d181e912f,25,Female,Los Angeles,50969,21,2023-01-09
a043d715b2396a3d,42,Female,New York,69182,6,2024-04-03
e8f3b4d97cd9c513,41,Male,Philadelphia,33021,30,2022-04-14
818c364e66a1b331,52,Male,New York,90090,22,2022-12-10
06554bdc137d91ef,37,Female,Chicago,44556,3,2024-07-02
70ba6c617bdc53fb,29,Female,Houston,39565,4,2024-06-02
9fea7f123bc5f58e,46,Female,San Antonio,54802,42,2021-04-19
3f54557cb10c9278,25,Male,Chicago,28072,27,2022-07-13
ae2992158a2ec66a,18,Female,Dallas,27192,33,2022-01-14
5211ece1a096ad29,36,Female,New York,53575,11,2023-11-05
946ce4c7197cf4f2,48,Female,Philadelphia,64483,26,2022-08-12
284a96d0410c95a9,18,Female,New York,43531,18,2023-04-09
c2f352036640679e,29,Male,San Antonio,20152,21,2023-01-09
50836ca6020e2d74,34,Male,New York,75968,31,2022-03-15
4b19cca141cb5a18,35,Male,Houston,38126,1,2024-08-31
5e75ed6e446d7326,63,Male,San Jose,96615,14,2023-08-07
1f27e0efe5650ad5,48,Male,Houston,54285,16,2023-06-08
4c6b5583f53bfdda,72,Male,Chicago,76860,1,2024-08-31
5af62cc22f25e6cb,54,Male,Houston,70430,54,2020-04-24
22237dea1ee81e76,29,Male,Chicago,46517,60,2019-10-27
d3eac70f9604a411,40,Female,New York,71917,19,2023-03-10
1ba499b6ea1000f9,53,Other,Los Angeles,61535,3,2024-07-02
ab8e90227902b31a,29,Female,New York,54622,23,2022-11-10
c4dd6b480f53dcf5,20,Female,Dallas,35857,14,2023-08-07
5ac5f3faaac55485,45,Male,New York,88879,14,2023-08-07
57bdc6a674bca109,80,Female,San Antonio,50674,26,2022-08-12
ab644647c554c332,25,Female,Houston,26259,15,2023-07-08
bcf2adab53b16af9,64,Female,San Antonio,51170,13,2023-09-06
d345e4b3ad4a4d97,80,Female,Houston,99245,8,2024-02-03
9a48284e286513b3,53,Female,Chicago,74011,2,2024-08-01
70d7591894519b2d,36,Female,New York,53862,2,2024-08-01
47fff74ac7d2b051,66,Female,Los Angeles,70095,13,2023-09-06
d6c262f40eb91587,63,Female,Philadelphia,98921,52,2020-06-23
7ed72672b6c1548c,18,Male,Philadelphia,41097,6,2024-04-03
8b05dad40d786f8b,64,Male,Chicago,48605,49,2020-09-21
20fa244aa6dcde13,40,Male,Los Angeles,69220,17,2023-05-09
2a637742d74f0b3e,61,Female,Los Angeles,73705,25,2022-09-11
c7c7e94af2965002,32,Male,New York,55251,7,2024-03-04
10efe3e0be15dd1d,51,Male,New York,93331,42,2021-04-19
481195ec73b49ff9,47,Male,Los Angeles,59305,45,2021-01-19
a5638ebd3c616a6a,32,Female,San Jose,22348,53,2020-05-24
a9f312da618afe5b,35,Female,Houston,21136,6,2024-04-03
323eabf7daf16cab,46,Female,New York,50200,24,2022-10-11
3127dfe2d36f1e2a,49,Male,Chicago,47600,2,2024-08-01
d95111ebb1757d93,52,Female,New York,69246,14,2023-08-07
1a019089e943110e,45,Female,New York,96267,60,2019-10-27
b1aa340bb687dbec,44,Female,Los Angeles,67511,1,2024-08-31
2576a0f364a54c67,61,Female,New York,93669,6,2024-04-03
7b6cfa5bfd5af95e,36,Female,Houston,38543,32,2022-02-13
4c2fab60c6078276,41,Female,Dallas,46241,7,2024-03-04
99976a9cfa1cc893,50,Male,New York,110037,5,2024-05-03
f5468ee1e64142ad,29,Male,Los Angeles,27301,2,2024-08-01
d78ace28abfdf6e2,48,Male,Houston,83817,42,2021-04-19
74be4977060906a4,48,Male,New York,70952,58,2019-12-26
fdd8168df178979b,45,Other,Chicago,35741,60,2019-10-27
3c965fc3c1da616e,18,Male,Los Angeles,48854,29,2022-05-14
01bd80ea84cc47d9,33,Female,New York,70412,5,2024-05-03
f9533b1a93763208,39,Male,Chicago,53370,7,2024-03-04
b42f9eebeec1de1c,44,Female,Houston,31087,40,2021-06-18
d18341b07f4b4d3e,25,Male,New York,62721,46,2020-12-20
cb71c12d2c9e6302,26,Male,Los Angeles,57009,60,2019-10-27
eb1464b05b35ed7a,27,Other,San Diego,28029,39,2021-07-18
664bcd8dc11508f3,39,Male,New York,52918,8,2024-02-03
534e919194183ae4,32,Female,San Antonio,54883,1,2024-08-31
c7a47e36af086255,44,Male,Los Angeles,33510,20,2023-02-08
a1dc0cda8e2271d6,21,Female,Phoenix,35008,60,2019-10-27
e8f5ce6a775e80b7,50,Female,Los Angeles,71447,4,2024-06-02
16151232753ee9b6,27,Female,New York,60953,22,2022-12-10
2c0b30bce58b534b,25,Female,New York,72759,14,2023-08-07
022cc9505e064b00,30,Male,New York,22755,31,2022-03-15
1b227060e4fe6024,36,Female,Dallas,28566,40,2021-06-18
b457d0fe61327e59,39,Female,New York,57980,18,2023-04-09
a54c5ebb19a48921,30,Female,San Antonio,44439,18,2023-04-09
dbef6b43f3833734,43,Female,Houston,40476,43,2021-03-20
8a6d3505e4b27aad,35,Female,Philadelphia,54314,13,2023-09-06
774c1e5750aef32a,41,Female,San Antonio,42499,6,2024-04-03
ec1ddedb175d544b,43,Male,New York,64453,10,2023-12-05
0e85f17c3c258181,49,Male,Houston,44768,2,2024-08-01
acef7d98bc74c374,51,Female,New York,50184,5,2024-05-03
c3f8d71da1927cab,41,Male,Houston,40870,43,2021-03-20
4178a99cfa3bf70c,45,Male,New York,70578,12,2023-10-06
5dcb29e88f2727e0,29,Female,Houston,22420,3,2024-07-02
aec6bd16c29532d7,57,Female,Los Angeles,90432,4,2024-06-02
411d0496aeee7134,42,Male,San Jose,31630,13,2023-09-06
29b56c263b9511b3,37,Male,New York,44938,32,2022-02-13
005e6d8b2cab96f4,60,Female,Dallas,77839,1,2024-08-31
67cbf3abcb96d12e,46,Male,Houston,52807,60,2019-10-27
6327d71ab93426c3,65,Male,Chicago,86709,28,2022-06-13
ad7535676c0229f6,48,Male,Houston,62033,6,2024-04-03
6407daedeb1a5619,51,Male,Chicago,76452,33,2022-01-14
d895883e4d660288,43,Male,Los Angeles,42097,5,2024-05-03
6984c28440534226,58,Male,Chicago,61820,25,2022-09-11
cb7286591f5023ef,60,Female,Houston,65632,18,2023-04-09
ef4cf51495a80a5a,36,Male,Phoenix,41766,33,2022-01-14
7ac3ae9f799c07dc,42,Male,New York,108416,15,2023-07-08
e1e2c5228c2326b4,55,Male,Phoenix,72821,60,2019-10-27
fcb8caffc035ec0f,35,Female,New York,59519,9,2024-01-04
a75ac366ef2b406a,58,Male,New York,106459,53,2020-05-24
a86726526fcf3d24,26,Male,New York,31343,39,2021-07-18
c034503a132874f9,63,Male,Los Angeles,37219,16,2023-06-08
13f07d8e5115e6df,52,Female,New York,72631,3,2024-07-02
5838e64011f76cbe,36,Male,Los Angeles,66105,10,2023-12-05
c383398628ba57e4,61,Male,Houston,76639,21,2023-01-09
8f6c5759b61d83f7,30,Female,San Diego,83686,60,2019-10-27
38a858e9f4df6cb3,39,Female,Houston,53778,1,2024-08-31
50e7de313fac1809,18,Female,New York,28825,23,2022-11-10
d64f5d095d0ed486,30,Male,Chicago,66072,60,2019-10-27
1193d69472737630,44,Female,New York,40912,1,2024-08-31
fef03146d4336305,53,Female,Los Angeles,42471,20,2023-02-08
30529799fef43bfe,54,Male,San Antonio,57262,3,2024-07-02
9032bb760cbc874c,40,Male,Dallas,60130,50,2020-08-22
041eb0322f872f52,25,Female,New York,27071,30,2022-04-14
e25c79b8853bdadc,59,Male,Los Angeles,63389,2,2024-08-01
3ba555d0f1701b62,18,Female,Los Angeles,44244,36,2021-10-16
f568e8cc427f89a5,33,Female,New York,81443,11,2023-11-05
32113f12d02b4fcb,47,Male,Chicago,54187,42,2021-04-19
a4bf07484f00b6d4,55,Male,Los Angeles,75446,42,2021-04-19
2272f5feea6c4087,65,Male,Houston,106669,1,2024-08-31
77f3db1ac76032d7,25,Male,Los Angeles,20000,1,2024-08-31
bee04ed1202d3f3c,24,Female,New York,41393,9,2024-01-04
0f215210c174770f,21,Female,Chicago,35904,5,2024-05-03
95bdcf536f80af78,45,Male,New York,87637,7,2024-03-04
664f07f978773f21,36,Female,New York,27934,7,2024-03-04
2d63f9ad31160f6b,51,Male,Los Angeles,64267,29,2022-05-14
037be32418af051e,42,Male,Houston,24582,19,2023-03-10
259e505b464f1e56,63,Male,Houston,69678,16,2023-06-08
b046a333c5b3c3c7,35,Male,Chicago,41246,3,2024-07-02
8e1f5e6baab8fca8,40,Male,Los Angeles,61130,6,2024-04-03
2399e560b599a167,44,Female,San Antonio,60855,7,2024-03-04
8bcb573ee6e0e593,26,Other,San Jose,46359,4,2024-06-02
16ed82f7f39fed67,60,Female,New York,72823,15,2023-07-08
b17b57c8f4090a03,52,Female,Chicago,45150,47,2020-11-20
9fc6d3a6d5f42cd3,30,Female,Phoenix,33200,54,2020-04-24
68e39477cff22622,23,Female,New York,36393,17,2023-05-09
7b7470ac9de1b5d0,59,Female,Los Angeles,45246,13,2023-09-06
7b15c83cc9036034,30,Female,Los Angeles,32669,30,2022-04-14
cf951982e22987b5,79,Female,New York,137162,15,2023-07-08
01067b16b889e73c,67,Female,Los Angeles,61208,35,2021-11-15
11446662001f9078,24,Female,New York,20000,1,2024-08-31
69cec48e20548fc5,46,Female,Los Angeles,50719,1,2024-08-31
cbb9f845c069edaf,27,Female,New York,51764,32,2022-02-13
ac0704f01d03a8e7,64,Male,Los Angeles,62155,19,2023-03-10
26c8f47a9fffc21e,21,Male,New York,28604,46,2020-12-20
c22f635e3fcfbdfa,26,Male,Chicago,76829,1,2024-08-31
40325afc309cdf52,38,Female,New York,79632,60,2019-10-27
1c2d32722c5b5ae9,48,Male,Houston,63474,27,2022-07-13
4e64e170ec7b1b78,34,Male,New York,20000,10,2023-12-05
c71add0b70abb30d,72,Other,New York,94991,49,2020-09-21
cc811007e7fd8d32,59,Female,Phoenix,91588,11,2023-11-05
18d595066ca044b4,51,Female,Los Angeles,41999,50,2020-08-22
1618f6d1286aaccb,38,Female,Philadelphia,46466,60,2019-10-27
25b2f521a54eb66e,38,Other,Chicago,42398,11,2023-11-05
03cd3eb16e71e0ea,18,Female,San Antonio,20481,44,2021-02-18
0de58958c4d07ed5,25,Male,New York,26916,15,2023-07-08
50cb1f7b6b2508b2,41,Male,Philadelphia,73725,4,2024-06-02
35337eae55288b1a,34,Female,Los Angeles,20000,11,2023-11-05
b2e928d433972725,56,Female,Chicago,80902,2,2024-08-01
5da12bb3e5de06db,36,Male,Philadelphia,67583,3,2024-07-02
1adbf5c094ef6965,46,Female,New York,40240,2,2024-08-01
aa56847ef3e1b37a,29,Male,Dallas,49612,60,2019-10-27
2b39cff7b41641c3,54,Male,Dallas,79844,19,2023-03-10
c8783f4dc1df0d8c,35,Male,New York,50357,12,2023-10-06
7591c8546875c385,36,Male,Houston,53904,25,2022-09-11
718f74687696cc82,59,Male,New York,99215,7,2024-03-04
c8693cafecac14bd,30,Male,Dallas,56089,1,2024-08-31
014af9bc21864500,37,Female,New York,58312,60,2019-10-27
150a37978a065798,34,Female,Los Angeles,51152,18,2023-04-09
d7813d8bcda047ef,52,Female,Dallas,66346,12,2023-10-06
66ab6a977f1349c7,27,Female,New York,61228,7,2024-03-04
f528d7c9e130d3a9,27,Male,Phoenix,22583,2,2024-08-01
9404d0be063a5e70,23,Male,Philadelphia,43090,60,2019-10-27
