customer_id,plan_type,monthly_data_gb,monthly_minutes,ott_usage_hours,arpu,data_allowance_gb,minutes_allowance
040458bde9619595,Standard,4.14,578,26.8,62.66,10,1000
ec71613f07cbcddb,Premium,34.1,971,10.9,80.53,50,2000
6aae316b689543f3,Basic,0.48,494,6.6,25.0,2,500
99722636395284a0,Premium,57.91,615,4.8,154.43,50,2000
a02848c4c45d9dd1,Basic,0.69,260,1.3,25.04,2,500
9d13faed82cfd45d,Unlimited,1519.29,10498,39.2,5317.28,999,9999
8d36582406c92e27,Basic,2.07,247,22.2,37.63,2,500
1ff14b48e33e6c29,Basic,2.02,348,19.5,42.64,2,500
6fb4e3d78a1191cc,Basic,1.72,537,14.4,25.07,2,500
e4947ad0749ec3a5,Unlimited,800.58,6615,5.4,96.05,999,9999
e6fa819d98874dbe,Basic,0.62,331,5.9,37.37,2,500
9bc0df45fbe46806,Basic,1.52,331,1.6,35.74,2,500
6a877f7a9bd0ebe7,Premium,55.12,666,1.4,139.04,50,2000
66542c54782adebf,Basic,3.43,319,12.9,56.79,2,500
ddd49d2802438300,Unlimited,1785.92,4386,8.9,7964.18,999,9999
2fcd6a24c950ea18,Premium,26.45,1451,12.9,81.95,50,2000
13d3f393ae53411d,Standard,9.77,865,0.8,46.66,10,1000
ce3826dc3543be50,Unlimited,433.2,6301,0.3,114.47,999,9999
d2efbc119d757a5d,Unlimited,491.22,10857,20.2,107.96,999,9999
77756df8ef538162,Premium,45.79,532,4.9,89.69,50,2000
9d9fa340d3be014d,Basic,0.51,275,2.5,25.36,2,500
6048220a0f35705a,Premium,13.18,537,1.7,91.09,50,2000
d46ae6fed208d658,Premium,53.12,616,47.3,106.23,50,2000
31b462bd076923df,Premium,19.29,756,13.6,98.49,50,2000
3149bac9f0188c1f,Standard,3.59,874,2.6,49.46,10,1000
f24a6ff2c5dead4b,Standard,5.38,490,15.4,45.69,10,1000
d29a8639d58a4bde,Unlimited,533.45,7907,1.9,95.0,999,9999
7a567c7dda91fcf4,Unlimited,1165.66,9172,16.3,1786.68,999,9999
77c023c960be5532,Basic,1.33,171,21.5,32.98,2,500
24081b1f80fbf8c6,Premium,69.47,737,28.1,269.69,50,2000
5dedbe78fe24ac16,Standard,3.07,328,10.3,57.26,10,1000
189463800e70a98a,Basic,2.11,232,7.1,53.97,2,500
c4f2fb5029822374,Standard,7.52,188,22.1,45.0,10,1000
863fc8154bff7720,Unlimited,996.85,4331,4.1,104.5,999,9999
4d90673a37893ae8,Basic,0.69,437,29.1,39.98,2,500
39ed0caef62b3707,Premium,27.95,1213,7.3,82.6,50,2000
5b671d503364d016,Basic,1.12,249,3.7,34.07,2,500
f8bf3094a8bac45b,Standard,14.67,194,15.4,103.39,10,1000
c512e117017537cc,Standard,1.83,624,0.3,45.0,10,1000
4b373fba06d833cf,Premium,39.85,480,2.1,75.0,50,2000
83ad0a77c93092b8,Basic,2.99,329,3.9,34.85,2,500
27aeb7a85e454b4a,Standard,15.69,703,1.7,107.45,10,1000
ece0ac77c50bc29d,Standard,4.14,659,0.8,63.28,10,1000
3dc210a603a949ca,Standard,4.08,303,1.0,46.21,10,1000
92fd673dd6873c51,Standard,8.52,249,12.3,45.0,10,1000
dc56d949bdc6633d,Basic,1.96,490,45.2,34.48,2,500
e55998bca43dfa8b,Basic,1.61,417,18.2,25.0,2,500
3de5af2854384e89,Standard,2.76,404,3.0,45.0,10,1000
1ad7d06b9da0124b,Premium,22.28,1143,16.8,75.0,50,2000
d3ee205dba290baa,Standard,5.77,796,4.0,56.6,10,1000
147a4fb6dd2ebd09,Unlimited,285.02,6177,6.8,95.0,999,9999
dcdb58a58aaf6c15,Premium,37.13,1506,5.9,96.49,50,2000
dc0fe1654b977e63,Unlimited,581.17,6703,2.9,95.0,999,9999
0d904247dd5156af,Standard,14.66,331,15.6,93.8,10,1000
8d459b27d64ee56d,Basic,4.31,359,13.9,57.88,2,500
cc87498fa4e40235,Standard,4.91,332,19.5,56.06,10,1000
7440625b1c693016,Standard,3.68,984,2.5,58.16,10,1000
a8058748d48fc2c8,Premium,52.23,812,10.5,97.27,50,2000
95998f7118371909,Unlimited,208.98,1824,3.8,110.72,999,9999
e6cec29f983412cd,Unlimited,334.67,1966,10.7,95.0,999,9999
bd725ab1c07c700c,Basic,1.72,442,22.5,37.24,2,500
1457baba8464f1f0,Standard,6.74,218,10.8,52.16,10,1000
07aba1d497b65362,Premium,25.91,509,2.0,81.24,50,2000
b7b7ab7666fb9cb0,Standard,15.1,956,0.5,108.94,10,1000
9ade5a5858c56398,Basic,2.53,369,10.8,62.54,2,500
f6ea583133145912,Standard,2.49,860,6.0,59.32,10,1000
0be3447e9bf0d50e,Standard,6.91,443,15.1,45.0,10,1000
44ca7a962119fbe7,Standard,7.74,599,3.0,46.64,10,1000
6dd38aff121bfaca,Premium,36.86,849,1.6,78.44,50,2000
5c8c1e7cdd3a4a83,Standard,9.62,850,15.1,47.15,10,1000
4e91eef56c158faa,Standard,16.92,259,19.7,141.12,10,1000
1a9f82f4926f6d0b,Standard,12.75,466,15.2,79.95,10,1000
0be76ef9850bd884,Standard,4.56,528,9.6,48.02,10,1000
22c50b745980d763,Premium,56.33,1541,19.6,138.33,50,2000
5966fd2760f71019,Unlimited,424.05,2833,3.0,110.64,999,9999
2f2b0716fb14affb,Premium,80.08,445,23.8,383.4,50,2000
77a125d5509fc317,Standard,7.02,261,16.9,49.92,10,1000
4a74fb715a90fca4,Basic,0.62,158,12.2,37.3,2,500
038278289f34ee81,Standard,9.27,847,7.9,45.0,10,1000
9fc73a0e8b42dbb6,Premium,80.65,696,30.5,388.21,50,2000
803061d9c3e31e36,Premium,24.34,1378,7.1,75.0,50,2000
85f9a52420e21891,Premium,44.55,1122,4.3,80.4,50,2000
c6fbd86328c92310,Basic,0.79,344,3.9,30.62,2,500
6892e9989bfba67f,Standard,7.78,488,0.4,49.7,10,1000
003d990d0b8188ba,Unlimited,829.02,4907,0.1,96.92,999,9999
29f80e35badeb17b,Standard,2.58,896,9.7,45.0,10,1000
a08d55740a2304f4,Premium,22.63,1251,5.9,76.9,50,2000
107e2425919f2f7f,Premium,33.35,818,2.5,87.05,50,2000
862548088681c4c9,Standard,8.46,367,34.4,51.58,10,1000
0d8055eafdc59118,Standard,11.26,340,7.8,57.62,10,1000
e346b9993fd73e89,Standard,6.49,941,20.5,45.0,10,1000
a38ffc07c46af84a,Premium,60.7,956,5.3,182.05,50,2000
083d9590c509ce8e,Standard,2.76,541,10.9,47.76,10,1000
3c152f21688d9d44,Standard,3.59,662,10.1,45.0,10,1000
83ee79ac6a15a8df,Standard,4.25,1107,21.3,45.0,10,1000
bed7ca9e4799ed17,Premium,55.44,381,22.1,153.86,50,2000
d4c971c69c15c8e2,Basic,2.8,345,0.5,34.95,2,500
142e48c268b6001c,Unlimited,502.93,7277,6.2,102.98,999,9999
6cae2e53bb7f0579,Unlimited,433.27,6361,22.2,98.53,999,9999
0e7d0a18096a2be9,Premium,25.65,1770,6.3,75.0,50,2000
9d46bdae1743e854,Basic,3.03,124,22.1,49.91,2,500
beef54cfd0202086,Standard,13.22,348,19.6,94.63,10,1000
90cbf965749c1961,Standard,2.96,281,11.4,49.83,10,1000
91c49e64519e81d9,Premium,50.44,1646,9.2,79.43,50,2000
2f266e13e3be3291,Unlimited,1059.9,3965,0.2,706.21,999,9999
f5d0a90906513829,Premium,65.78,794,0.6,232.81,50,2000
2a47dbc1525d2edc,Premium,28.67,1110,24.1,75.0,50,2000
f7cc0416beafbbb5,Standard,7.03,781,2.2,58.25,10,1000
7ab8dd2ef699cd07,Standard,15.05,736,4.9,114.85,10,1000
469a88dbd4ff5259,Standard,12.57,104,3.5,78.64,10,1000
9e84c8be892e5500,Unlimited,297.44,4611,4.3,99.74,999,9999
075ab71fe9dcc942,Premium,11.03,1227,0.8,75.0,50,2000
68b67b28bfb4ebe6,Premium,43.15,1617,28.7,78.65,50,2000
65f3afe1ba4c97ab,Premium,46.55,1788,27.6,84.13,50,2000
ad5161e2eab15b31,Standard,14.18,298,17.0,96.31,10,1000
722a55385ac86137,Unlimited,718.24,7655,5.5,95.0,999,9999
a67844c832f9d6f3,Standard,5.53,636,31.2,47.36,10,1000
b0be06a683ed5380,Standard,4.97,696,0.0,45.08,10,1000
90c65f4e98e81e76,Premium,24.68,1052,3.5,75.0,50,2000
2fbddb6793f3c7dd,Premium,46.09,843,42.8,89.17,50,2000
408d93c6b11f6799,Standard,5.65,517,1.5,53.79,10,1000
7b09d1a507e3f012,Standard,1.98,258,0.2,49.39,10,1000
6ecf3f4ee919a426,Standard,8.22,660,1.1,51.5,10,1000
54ed53ae16842e9a,Standard,11.36,417,5.1,71.96,10,1000
1024077f482accf9,Premium,34.65,617,0.9,75.0,50,2000
08a397f203abc560,Standard,8.48,303,27.9,45.0,10,1000
20294a6b0337b6c7,Basic,2.11,153,3.5,48.28,2,500
8d4db29b38ecc8a2,Standard,10.83,969,8.4,53.28,10,1000
affc4ae2e22a5012,Unlimited,1320.16,2110,13.0,3324.81,999,9999
68408b81a61c3f29,Unlimited,733.0,3371,41.0,97.26,999,9999
ae579a0cdc0f3bec,Premium,28.71,664,1.5,90.24,50,2000
bd81320b1bec8198,Basic,1.92,143,1.7,25.0,2,500
8367a66cce93f9e8,Basic,0.98,253,39.0,34.31,2,500
b0a14a7c870c4c0b,Premium,37.61,791,6.3,89.71,50,2000
623125661715a1e5,Standard,2.7,794,18.2,45.0,10,1000
6bb479f0d54f4ffe,Premium,37.88,1472,8.7,75.0,50,2000
1542206fb475fe42,Standard,5.09,359,4.1,57.52,10,1000
a3356545ef56c64f,Unlimited,827.01,5569,4.3,95.0,999,9999
4194c032acef233a,Basic,2.15,403,20.5,35.76,2,500
106d0434e605a536,Basic,1.57,189,8.0,44.33,2,500
7936bec1848dcdab,Standard,10.7,746,7.2,53.38,10,1000
e3321874f7928e0b,Basic,0.89,361,3.8,26.34,2,500
33989348440024ec,Premium,44.55,818,0.9,75.0,50,2000
3a0e71f1511132f0,Premium,15.85,1991,23.2,84.29,50,2000
25c1968a779d8d83,Premium,39.68,622,8.9,88.59,50,2000
b76a4b6c2d551788,Premium,40.05,1235,7.6,75.0,50,2000
22e19620a662a2f6,Premium,12.06,1550,17.8,81.54,50,2000
0cb75bcbefc6c9d8,Premium,50.31,800,18.8,87.81,50,2000
b19714d3db5a5c57,Premium,16.69,1006,6.8,90.09,50,2000
ca8292244434faaf,Standard,3.36,972,2.3,65.01,10,1000
c051ea10dddc1c50,Standard,7.13,613,38.3,49.1,10,1000
807dca97f37d3489,Standard,5.33,952,13.1,61.35,10,1000
f1a393ac822deeea,Unlimited,543.9,2561,15.2,95.0,999,9999
dd4d0a5a2ef2ea6b,Premium,39.31,1904,0.5,75.0,50,2000
97910255fc436fed,Standard,6.9,178,22.1,55.62,10,1000
be274742f9921648,Basic,1.45,354,15.2,27.24,2,500
7207dfbe3aae3479,Standard,2.49,301,21.2,48.0,10,1000
a92b96f0cb5cb879,Premium,53.47,512,5.7,109.74,50,2000
f22fbe6c1319d47c,Unlimited,1248.7,1781,14.2,2591.97,999,9999
ec5b52c1bc389d08,Unlimited,1444.4,3160,21.4,4548.96,999,9999
2464de0399f89ec2,Standard,3.47,615,20.8,57.38,10,1000
1a74ad34a0852079,Basic,0.66,460,1.9,31.55,2,500
c75a46d81fd8bc3d,Standard,4.98,245,25.5,45.0,10,1000
938c8bc6dae7f359,Unlimited,598.89,4713,2.1,101.3,999,9999
fcb368bb2340bfa2,Premium,22.31,1662,0.5,81.9,50,2000
d0bd7d235e85c120,Standard,12.1,833,33.9,76.39,10,1000
f142bcc90a2bed2a,Standard,14.12,750,0.5,90.58,10,1000
e2aafa8f84265b9a,Unlimited,427.33,9693,14.7,110.76,999,9999
6fc5968fe8a0414c,Standard,6.32,388,7.8,63.11,10,1000
9e007b1eac9e50c8,Standard,9.08,380,9.5,58.93,10,1000
19db3d0b4a7c544d,Premium,28.66,891,3.7,80.04,50,2000
2cc8fce2a7155064,Standard,1.1,257,3.8,54.74,10,1000
4bf4bcd22fda3f76,Unlimited,556.46,7932,9.7,117.67,999,9999
21229bee93557cd7,Basic,1.41,194,18.7,31.31,2,500
cb24e2560afbec87,Premium,33.96,526,1.2,79.75,50,2000
424ae53d5ecbdd4a,Premium,61.77,511,3.4,199.21,50,2000
cb3a47ece8afe49e,Premium,19.6,395,0.8,77.47,50,2000
da1683a80231e47a,Unlimited,272.5,6306,10.3,113.71,999,9999
7443e2ebefbbaf39,Premium,21.1,1482,5.0,99.94,50,2000
79120d5defca6d7b,Standard,15.76,517,7.2,110.59,10,1000
427a0057053a50a8,Basic,1.72,127,15.0,29.03,2,500
534e73526ed306e9,Standard,12.92,354,11.3,75.18,10,1000
9f64278f8d7322ff,Premium,39.39,629,8.5,75.0,50,2000
e2bdef174f88de24,Premium,37.46,760,34.1,92.03,50,2000
50c593b328b044d6,Standard,18.67,1156,4.7,131.66,10,1000
8cf6922a93cb250a,Premium,58.9,1315,4.2,164.02,50,2000
4cc3a05cf73b8bd1,Unlimited,80.57,4974,1.7,100.76,999,9999
ec3c96870080f314,Basic,1.1,309,40.3,28.69,2,500
051fbb514729eccb,Basic,1.73,359,2.8,40.86,2,500
824510f1d3fa9ccb,Premium,56.57,1000,4.4,140.72,50,2000
9536920cf17c2f96,Standard,9.13,936,14.1,46.97,10,1000
6be72cd1cc720722,Basic,0.83,177,9.7,28.58,2,500
8fa61e3d4f64c17b,Standard,8.63,790,16.3,50.42,10,1000
cab8139797ca2d8e,Unlimited,1031.01,10276,3.5,417.34,999,9999
1ba6ab768e5f33cb,Basic,3.39,195,8.3,45.53,2,500
c37e1031188437a3,Premium,34.05,2172,3.8,77.62,50,2000
734662f64ee6c521,Unlimited,506.1,6828,24.7,100.95,999,9999
cb46e74f507b291a,Basic,1.71,267,4.0,35.48,2,500
a77a27f553532bb3,Standard,8.45,447,8.5,45.0,10,1000
e9e642060a11e841,Standard,5.96,269,8.8,62.77,10,1000
afe86046c1bf27f9,Standard,5.22,544,3.7,70.85,10,1000
f58774439f95c700,Unlimited,1534.92,4935,9.4,5454.21,999,9999
7c0fc807094e5e44,Basic,1.57,356,3.6,47.06,2,500
f7ef46881d963175,Unlimited,563.24,8961,3.0,102.74,999,9999
cdfc981ef1fd965c,Standard,4.72,577,10.1,45.0,10,1000
71afed3e913feaf3,Standard,8.96,187,52.6,45.0,10,1000
4fab52e76b8847aa,Premium,15.93,1871,13.9,87.78,50,2000
1fd78f0bd7c40544,Standard,19.78,1293,61.5,145.62,10,1000
5692a62e1fcd8667,Basic,0.86,312,7.2,26.13,2,500
a8e794c1bc864f71,Basic,0.8,277,19.3,40.07,2,500
4630ee6095573ce5,Standard,4.59,276,22.6,45.0,10,1000
f58e793ebbb5cf01,Premium,42.21,1142,27.0,88.33,50,2000
100b0755c03de562,Standard,3.48,417,1.6,57.26,10,1000
11d9943a253f386d,Basic,2.04,162,2.3,36.38,2,500
dc3145b2a1fe5ffe,Standard,16.12,649,5.7,106.15,10,1000
682877e40fb9bc3f,Premium,27.98,631,42.7,75.37,50,2000
a2b51e201f3c0425,Basic,3.09,236,2.3,54.22,2,500
45b763b10ffe3162,Premium,22.87,1925,3.6,92.41,50,2000
ffa99074fa9094fd,Standard,7.39,338,0.2,45.0,10,1000
11733ac3b45fd6af,Standard,18.0,535,25.7,152.2,10,1000
894eb4c9de161782,Premium,32.99,804,0.6,75.0,50,2000
9199cd202cca7e35,Basic,0.79,202,64.3,25.0,2,500
cfcb329b6247b89c,Basic,2.62,563,29.7,49.17,2,500
07408fc648ffda3e,Basic,1.27,538,9.4,25.0,2,500
b912ab0ecfae539a,Premium,15.77,1076,3.9,84.89,50,2000
4c4e394dcb8da078,Premium,38.88,514,0.3,91.12,50,2000
1948053e0ae22016,Basic,1.13,379,2.6,29.02,2,500
acc2410d0a99347d,Premium,16.05,2151,22.1,83.47,50,2000
47a75492fb3fba24,Premium,32.84,1776,1.2,88.31,50,2000
52d89d6370b11a6e,Standard,10.6,330,8.3,51.73,10,1000
748eee4989ea8eaf,Premium,56.19,246,4.5,144.16,50,2000
1b5ed352c78ebf64,Premium,37.15,772,2.6,76.53,50,2000
44259fd23d6cf34f,Standard,8.76,397,1.3,53.89,10,1000
48052dde6327ab9c,Basic,2.09,95,2.8,29.25,2,500
ef2351ba42706c50,Standard,4.81,371,16.6,55.73,10,1000
306abf2eca2a3a08,Standard,4.06,1083,9.6,64.14,10,1000
fdb82f4fd40e9872,Standard,3.24,671,2.3,61.7,10,1000
1ea1b57cf9d3e9c6,Basic,0.83,126,4.8,25.0,2,500
77de63f55ad8a132,Standard,9.26,210,3.7,62.7,10,1000
3bb444f460d0f003,Premium,86.4,1116,4.8,439.03,50,2000
a9414bfcbce048df,Premium,42.82,597,17.6,80.27,50,2000
36635a46573016f5,Unlimited,1517.52,8311,2.3,5280.17,999,9999
959a4a89740b474a,Standard,7.21,354,16.8,58.34,10,1000
741a1b52b16356c2,Standard,6.1,665,0.7,45.0,10,1000
7c19537183ae1710,Premium,26.78,1226,12.4,75.62,50,2000
13cb2e44714644ab,Premium,50.69,1553,8.4,83.24,50,2000
54c2d7e7451199c3,Premium,21.45,1568,12.8,76.0,50,2000
36dd7ceda882ee9a,Standard,3.74,634,9.4,45.0,10,1000
1e6a94be2d17b123,Premium,63.58,819,1.4,214.81,50,2000
0dff3adad6fc4bb9,Standard,8.84,624,3.9,45.0,10,1000
e934b45eaa01a171,Standard,9.02,226,21.2,52.71,10,1000
486cf4117ac283da,Basic,2.61,191,21.6,41.68,2,500
9d8bc23931404298,Premium,74.66,1504,17.7,322.9,50,2000
86d54b9ce169394e,Unlimited,872.34,9512,18.8,116.49,999,9999
488a53a31a986504,Standard,17.92,652,9.7,124.25,10,1000
5d56d6e303e475b9,Premium,27.14,1675,16.1,84.72,50,2000
73e2eb084e45d230,Basic,1.06,118,8.9,30.76,2,500
36b698630bbb7b01,Standard,8.84,469,17.6,45.0,10,1000
4db059f353e82326,Standard,8.27,691,0.1,69.19,10,1000
bc157f599105fa26,Unlimited,596.27,4648,0.3,95.96,999,9999
749ea8a94009aa2f,Unlimited,363.75,9816,15.2,95.0,999,9999
de8715dc46261bf6,Unlimited,1460.36,4052,5.6,4726.56,999,9999
bb2158aba6c41e12,Basic,2.34,67,22.2,44.44,2,500
4f329c862326f5b0,Standard,5.98,656,48.0,53.43,10,1000
1a7287f36f81b464,Basic,0.72,326,22.5,25.0,2,500
301df78914fe2c9b,Premium,43.65,888,20.5,87.93,50,2000
79c916f9621b9060,Basic,0.41,247,34.7,29.89,2,500
4f0c5858dea26dd4,Standard,18.4,257,8.2,134.18,10,1000
b114b8dc460619f9,Standard,4.98,296,1.6,67.66,10,1000
8aea015b9c46007e,Premium,50.07,1967,1.8,75.66,50,2000
64dc944ed9358515,Premium,19.59,1214,31.5,81.29,50,2000
42f6f49c9d087077,Basic,1.36,380,11.8,52.67,2,500
638a00c1770b55f0,Unlimited,410.14,5939,7.0,95.0,999,9999
a06205212a348148,Premium,26.47,2116,11.2,87.32,50,2000
00663104e252bd7e,Basic,2.45,221,14.3,30.99,2,500
39f7d29bc55b7627,Standard,8.09,610,3.0,56.82,10,1000
3bc6074710a46d95,Basic,1.51,247,21.2,34.84,2,500
e5fb30da18a951f3,Basic,1.42,414,19.1,25.0,2,500
f4d9620f43dcf2c2,Standard,15.34,726,43.5,105.37,10,1000
1af137947d2ade1a,Premium,14.44,952,7.9,83.46,50,2000
050f08ddf55012e8,Standard,3.24,388,18.6,49.67,10,1000
5e4e105daa87eb43,Basic,2.67,484,19.0,34.49,2,500
31894a7bb59bb660,Unlimited,852.65,8283,7.4,95.0,999,9999
02c472775ae022a2,Basic,1.28,72,0.7,25.0,2,500
c74ef9e813a13c8a,Standard,3.07,190,22.5,45.0,10,1000
b2ce7bab0490421e,Premium,26.55,1937,9.1,79.01,50,2000
9fff416e1ecb1399,Standard,2.93,761,13.2,53.96,10,1000
8675d625255541dd,Standard,16.47,759,41.5,109.73,10,1000
7773d0edd132439b,Premium,12.44,1200,4.1,75.0,50,2000
d0a4393dda172fd4,Standard,14.7,647,23.8,132.06,10,1000
6e2d5dfa87805e78,Premium,17.09,462,10.4,80.34,50,2000
681c49a55c281a22,Basic,2.21,275,12.8,50.42,2,500
6a54f274da433cfb,Standard,2.4,295,13.1,50.98,10,1000
62a4cfd1fcf21cc1,Basic,0.98,340,17.9,39.48,2,500
c73692b98fe7aa5b,Premium,15.72,356,0.1,77.06,50,2000
43f69c782b470ce0,Basic,1.77,226,5.2,25.0,2,500
1cb20f709a6b4f8e,Standard,7.59,770,2.5,45.0,10,1000
d8203530cef43e1e,Standard,12.49,502,17.2,91.91,10,1000
1ff0df81e9694464,Standard,8.3,212,2.6,45.0,10,1000
832e3bcf60a06e95,Basic,3.1,241,16.1,35.96,2,500
081c468baaf3700d,Standard,2.6,169,9.3,45.0,10,1000
699aad90f88ad409,Basic,2.16,288,8.3,26.63,2,500
22c3f863574465c4,Standard,7.23,481,2.1,54.26,10,1000
2359da6daaf83efb,Basic,1.12,153,35.6,34.21,2,500
f529cd58dbeb45a8,Premium,28.8,1484,0.1,83.11,50,2000
761c5bc65f6f0a2c,Standard,7.58,251,2.3,52.12,10,1000
319c00e4add0f071,Standard,2.17,1053,0.8,47.51,10,1000
c424da61bbf56885,Premium,32.62,1263,8.1,79.11,50,2000
0f64b6581c29a053,Basic,1.48,263,0.0,40.76,2,500
eef466d4e285bbb0,Standard,4.95,267,18.9,64.89,10,1000
01f5ef767a30475a,Standard,3.17,397,38.1,79.54,10,1000
32d068edb0f86e7f,Standard,10.45,637,42.7,49.52,10,1000
be5a0f5e544823ce,Basic,0.7,132,3.9,39.7,2,500
ba8ec3efc47fce09,Basic,3.23,393,2.2,37.29,2,500
6bd25fb22a461a72,Basic,0.93,299,15.4,25.0,2,500
013bb9ab47e1660e,Premium,61.91,669,4.0,205.33,50,2000
22f75d82dd63910e,Premium,56.01,1071,10.0,147.25,50,2000
1fdbb59cd74f2c1c,Premium,30.7,506,40.1,77.96,50,2000
2bd34d295f1d94db,Premium,34.95,1912,22.4,75.0,50,2000
f6faa294c1b4cf53,Basic,2.21,194,3.1,28.9,2,500
5b13f268146d3ceb,Standard,8.51,373,18.7,58.83,10,1000
b72f33f63c4f6f28,Basic,2.53,92,1.0,51.04,2,500
998f09d10ea6ec4a,Standard,7.03,569,6.8,74.23,10,1000
4f356d572582922c,Standard,3.83,306,2.4,45.0,10,1000
25bf2e186bc8b616,Standard,9.92,304,7.8,60.54,10,1000
f3777ff7c86bab32,Standard,2.45,841,6.0,62.07,10,1000
4b18e1f50587535c,Basic,2.62,256,23.0,40.73,2,500
96836724b7bdbe1e,Premium,74.68,388,1.5,321.78,50,2000
3fba06f627bfa35b,Basic,0.9,245,7.9,25.0,2,500
8a1135ae5381037f,Unlimited,464.89,10699,55.5,99.86,999,9999
d69c86e4bef7d3c6,Standard,9.46,428,30.1,48.68,10,1000
caf4b2c8f33d50df,Standard,4.33,901,13.3,56.49,10,1000
e62786e591f72b80,Standard,17.79,367,10.2,130.24,10,1000
dd6b208c861a8036,Premium,39.2,800,12.3,86.59,50,2000
25ba7586c84ca4f4,Premium,23.9,1592,2.4,77.5,50,2000
871afe32217b8d5f,Unlimited,1316.92,10431,9.9,3274.94,999,9999
94766c43c781c191,Premium,25.39,556,5.5,89.08,50,2000
1ae8d3d169a46574,Basic,1.59,159,2.5,29.0,2,500
8025888a62949127,Basic,0.97,249,13.5,47.9,2,500
32b35a4b016cbb53,Basic,2.88,326,3.1,41.78,2,500
ebe508b3e9741b96,Standard,5.17,827,30.2,52.32,10,1000
ce3bc63039f2e61a,Basic,0.99,290,2.1,28.42,2,500
afdebc7e101e1e08,Premium,14.07,650,0.6,77.43,50,2000
f57b77fa20f41752,Standard,5.22,475,16.4,50.3,10,1000
94102d749242daf8,Standard,6.98,500,11.1,52.42,10,1000
0421c9066d5c0a6f,Premium,34.88,655,17.3,75.33,50,2000
6ad30524cb8f03c8,Premium,18.86,1033,4.4,89.17,50,2000
a94ad7df9f938498,Basic,2.94,174,4.8,34.54,2,500
3b66606e96b91623,Standard,3.22,122,8.9,51.23,10,1000
c3fd99bef3182112,Unlimited,933.76,6041,33.5,95.0,999,9999
ff6bb482cc27945b,Basic,2.27,172,3.2,37.26,2,500
47332e5655073c1e,Standard,6.74,436,15.5,51.97,10,1000
21b15d779081efc4,Premium,24.77,828,1.3,81.0,50,2000
148d1b6ab42f3e50,Standard,6.97,522,1.6,45.0,10,1000
ea917f53a849c62c,Standard,2.11,431,11.8,54.26,10,1000
337d9b22e387122b,Standard,6.57,395,1.0,53.94,10,1000
b945708f71e6391d,Basic,0.23,221,12.9,37.04,2,500
2dc3bd134762ef79,Standard,22.75,429,1.8,177.38,10,1000
7c78e694f2052ae0,Premium,41.68,593,1.4,80.15,50,2000
a0e16c58f8e12e82,Standard,12.78,232,30.0,72.78,10,1000
28db2578efaae366,Unlimited,821.76,5290,2.9,110.76,999,9999
6e48839491ff34da,Premium,11.92,1740,2.6,75.0,50,2000
1688de1129cad8de,Unlimited,1036.77,4318,15.6,488.28,999,9999
775ae2c0d3f27bbb,Basic,0.96,288,4.5,48.97,2,500
72741517eaabe894,Premium,27.01,1845,2.5,99.73,50,2000
2ccdd7cec7d72c0e,Premium,20.39,1845,0.6,90.0,50,2000
50921e031789b4e7,Standard,6.08,486,10.3,59.24,10,1000
80919d7b5749038e,Standard,6.81,239,2.9,47.12,10,1000
e692f688c3049b0c,Premium,26.78,1246,76.0,86.18,50,2000
f409f219e7c75912,Basic,1.39,273,1.8,30.01,2,500
fc85698d971cd332,Basic,1.21,201,4.1,29.25,2,500
1b15e89e1ead3ea6,Basic,3.43,151,6.1,39.89,2,500
3b59b2c882532315,Standard,4.47,449,2.7,45.0,10,1000
aaa604338d6bb7e4,Unlimited,529.99,8425,22.8,104.51,999,9999
63cf7da8760b5d5d,Premium,43.15,1136,6.8,75.0,50,2000
9657b94c6d38cddf,Standard,6.13,502,0.8,45.0,10,1000
23cc64eb62840da3,Premium,59.13,1967,0.2,166.25,50,2000
503187271c37ab33,Standard,6.37,617,28.7,58.22,10,1000
3038c2ca8ab092be,Basic,2.02,63,1.1,38.15,2,500
ac4dfc2eb81ef41f,Premium,12.11,295,19.1,76.04,50,2000
a49bf358e248b4b8,Unlimited,1501.41,2498,46.7,5124.6,999,9999
7aeb57b3eb00346a,Premium,32.04,1323,19.8,75.0,50,2000
12d7ab423de6119d,Standard,12.11,605,6.6,96.09,10,1000
1236c6d64b45d70d,Basic,2.35,127,9.1,32.69,2,500
b6973128ea5d2ebe,Basic,1.96,364,23.7,25.0,2,500
a90f30b2090d9c08,Standard,14.11,783,7.2,99.4,10,1000
33cc8c0c70640096,Basic,0.8,364,1.0,52.01,2,500
347af99b575c07a0,Premium,50.13,959,1.3,76.3,50,2000
5cd945c05553e9e7,Basic,0.85,218,37.5,32.52,2,500
f0a70d99ab52128b,Premium,24.36,1113,7.6,80.09,50,2000
7d1edd24b92b64ca,Premium,87.63,1243,70.5,468.16,50,2000
657f53f229f85e1d,Basic,2.14,322,15.9,32.73,2,500
c3fa407c5b7070e0,Standard,3.99,386,9.4,58.99,10,1000
7d0b949d0dc4976e,Premium,71.05,533,5.0,290.85,50,2000
d86bebbfd4372383,Standard,8.91,313,2.8,61.15,10,1000
64b731e19fd742e1,Premium,15.64,1761,2.4,75.93,50,2000
6cbb8406bf5cd01d,Standard,4.12,386,21.8,47.45,10,1000
53604dc83c48b7ff,Basic,1.95,210,2.0,33.22,2,500
7376108a3f2d28aa,Standard,21.12,1347,22.4,156.85,10,1000
