customer_id,monthly_web_sessions,monthly_app_sessions,avg_session_duration_min,self_service_transactions
fbb2a60ca5065984,9,8,15.1,4
002642cbdfc2c968,15,0,14.7,6
8dd49aaa9f3a87a8,17,3,15.2,11
87fdf6f0656a5019,7,2,14.4,4
15cf37d5db6279b5,12,11,19.4,5
cdfadf3a6d96258c,15,13,19.7,3
0153bf92587f7ae1,8,0,6.6,3
2e10acd95462fc6e,4,3,8.0,1
febba562304bb66e,5,4,12.2,2
6b5ad1fe8afb5bbc,8,8,1.5,2
0258b9b63fdbe594,15,5,3.3,9
50c2e922e5aebc56,3,4,13.0,4
16aa4d047d3e9e97,3,1,23.5,2
d8d79a64d6a69dcf,8,1,21.3,2
5a41646ba49cc1d8,4,6,15.7,6
121ef73e3f733755,9,17,10.2,8
1284abca7fc2c674,7,0,20.1,0
202fbcc64869f84e,20,16,13.6,10
291e18515f0ca00b,6,28,11.5,15
3cfc3cd906cb762e,3,1,19.5,0
9fa3226bd5dc9e3f,6,6,13.9,0
debd9f8cfe6403d0,1,19,9.0,6
cc2f561a5a85f080,5,3,19.7,2
be3bad5d15aec57d,4,11,10.7,7
f65352e2e05fa5cc,12,10,20.5,2
223b4af0968a6630,2,11,16.6,3
57e8fc18246335ed,9,1,13.9,1
8349a4c2557b938c,10,2,12.9,2
d5174f2c92ea80a2,2,12,14.3,1
a46a0dc88082f907,3,8,13.5,5
bff1d2f3d50cc116,0,17,15.5,7
d53357190b023ccf,17,4,1.6,6
f7c6d305d2eac91f,3,1,7.2,0
b8ddbd254160f184,4,4,18.5,2
a623f26cc11229f6,5,1,17.2,0
3e7efae27ba100da,8,0,16.4,1
fba7a79fd71356ab,12,2,11.8,4
3d796c222083e971,3,9,16.7,7
8ee98f8354823b3a,21,3,9.0,6
13a85154b7921785,13,9,1.0,3
88f46df28cd7592e,11,2,14.4,2
632447109ca9c6fd,6,8,5.5,4
9e9cf365b7de9681,10,3,12.6,3
4967bc3d97ba89d3,4,6,6.7,2
91347c28bf29b48a,5,11,12.1,1
1b83b1cc3d72d9b2,4,3,15.4,1
45bae3abe5b5ea66,8,5,12.2,4
6c28ec72f1f9c600,18,12,14.1,7
09410a95acfbc171,11,3,3.2,0
f2c9499be6a7f03c,2,7,14.2,2
257512979b8114c5,7,4,21.4,3
69e885c05c897e79,5,0,19.8,0
4f95310262769f25,4,19,4.1,2
694a79a2ed9331ec,12,20,1.0,6
17a42efb2a2fa037,7,6,14.2,2
e2429faf95f62a4b,14,10,4.3,17
8436a7379f6fb91d,8,3,23.9,1
2f5f74222a51195d,8,6,11.0,1
c1383c73ce9fd293,10,14,10.9,9
640c91d61b00c962,9,1,4.5,6
de5ec5968d456938,17,3,4.3,7
1515b8179124626d,8,18,5.3,7
ab3499f43fa79e12,6,25,12.2,16
0c46b32c4521dba5,8,12,11.2,6
2fa81ebf7f8140c5,4,4,19.2,0
f89a19f25162eea4,11,2,11.3,7
29cc62518a2529d2,4,8,8.5,7
6821f5b513bc43c5,4,3,14.2,2
40fa0290f548af1f,2,13,6.3,4
f7bb1032ef697582,5,9,12.6,4
15dac1afbc77cd74,7,5,9.2,2
cc13ac3250f574d5,7,6,14.5,3
2680b3554217e72b,0,30,9.4,1
2b65d9b3735a884a,5,2,16.1,2
7b3d873fc9c1da1f,9,3,6.3,2
0fbecaa945ebc5d4,1,9,15.7,1
23bfea0aca4e86b3,2,21,6.3,7
19919242976b921f,9,6,5.5,3
47b531eb2adde2f3,3,9,13.3,2
a69dcd76c5e5bff9,4,11,6.3,2
d635769a718a0036,17,11,11.9,11
fab3d90acaffed7d,12,2,9.7,4
d67e518af3cc8eb2,2,2,22.9,0
05c9228222c110fe,15,1,2.6,0
de95363905425c46,8,2,18.9,0
4bad59637fc3a3b4,2,2,3.1,1
a524aa98d184688e,2,2,10.5,0
710cb217ad090379,17,2,11.0,6
8dd6c472190db5ce,13,0,14.3,5
1148265e1bb3b283,9,2,5.7,5
49b559d0549b9c4c,6,3,19.0,4
dfc7c951bb641255,8,5,22.9,0
3996e5c9123723c0,5,6,6.5,1
5a55d7d2610ddbc0,6,3,21.2,0
343482726717588d,21,0,12.5,11
fa192e4b7bf19258,4,20,10.7,3
3293ded4a4982cb2,3,20,14.3,5
59774344c7bfaa6b,2,28,1.0,7
a67830c53411f795,5,8,3.9,4
216b48065a505759,11,11,7.4,8
e84862672cea05c5,8,26,9.5,12
7dcf53d14ac1792e,5,11,20.8,2
d04ca9dc00d698d0,15,0,14.1,0
84262af0df5ae90d,14,1,14.2,6
0b2ddac576d39b41,5,1,13.3,2
24f4c0d734e171eb,12,3,9.7,2
6b220cc7df46218c,6,5,11.6,2
d25ec96d7208a920,20,11,1.0,4
b377f9d3e4411ead,6,3,11.3,1
e20af7255d82508c,9,20,6.3,1
012119a296663568,11,7,7.4,1
1d78aa50f02d0e5a,7,15,1.0,6
1e17c202804e106c,4,0,13.8,1
22cc8b1199ce53ec,7,5,1.0,3
94cf170b4bf2e41e,4,0,19.1,0
a4cb007fe8a7a218,5,1,17.1,1
429217c5b8ccf2df,7,1,19.6,0
b01143f518d2de8f,8,12,3.5,8
8ae742275447aaee,2,6,8.2,3
0349c7ff52621d69,8,2,19.1,3
5813bed6eb5a05f8,3,7,18.5,4
49bf7745615b5e4b,11,11,1.0,12
c57a5515548f2f3b,1,12,16.5,2
165b6e3bc87559ed,4,2,13.5,0
5f44616ef26a1129,6,4,16.2,2
fc2f75dc34a4b737,5,27,12.6,16
09f3fadb6542e4c8,4,1,11.5,0
0db949812292bbe1,6,4,9.4,2
7f236eb3d334d7e9,3,8,15.2,3
fb50176d093f8d2d,11,2,14.4,1
3bd08c6cfe1074da,8,5,8.8,5
e88e57818ff9efa7,4,13,5.2,4
030fbdc7617e8da1,18,3,7.4,3
719014a75b645101,12,9,15.4,8
3204e83727cf178e,0,29,3.0,12
17eab75ffb16598d,15,12,21.5,1
0475d0d01fe39162,7,11,1.5,1
f11b74b1c91bdf51,8,10,17.8,9
5c27e260b70c429e,11,7,11.8,6
4bc95ed307ebcb22,9,0,4.7,4
bbaa8c0a5792d8f2,3,0,9.8,0
2c13ff5952895981,15,15,9.8,3
08ac6b4325c56c78,8,17,2.2,8
83dad426522f55e2,6,0,22.6,1
84cf14d1631762ad,1,22,2.7,1
e17f87d6ce6bbe44,4,6,16.0,5
4e80e4195199ab9c,9,7,12.1,9
65e44041f9f9a9da,0,26,2.3,3
e2516261f0cf9f98,4,2,9.4,0
6e39979d720fabe4,5,0,13.4,0
6d44dbb00eceae09,6,7,20.1,1
fa67b38943878868,4,8,11.8,4
c16cd578f2e938cd,10,2,4.1,2
d7b6476b7d4c8e53,8,12,7.1,5
4e1670453a9bf91f,11,16,11.0,4
8603891169bb9f53,16,20,15.4,6
e0910301bd6836fa,3,5,19.4,1
aac3314b78694800,11,2,8.8,4
1bd63f32cea6105e,10,4,8.5,2
f44b3596dc002366,8,9,20.9,5
d1ad3b9140874aeb,9,4,10.9,3
ea30661a76c6b5da,2,7,8.7,1
06043ab4d0f03130,7,1,17.7,2
0f2864c529606fa7,8,1,18.2,3
e5bf4b896e482067,1,25,6.2,5
c7aca2772e2dfaeb,11,11,7.3,12
33bea606ec9e0adc,17,3,15.9,6
d7bbc31f767eafc1,9,2,16.0,1
185c5ff868224cd1,7,16,13.3,14
9726a9e5ae11ae62,4,1,10.5,2
b3f2765afbcdf0c0,10,14,4.2,10
8564665241787dba,8,7,7.1,6
847ac068ed2a6482,9,5,9.6,5
e06447dc9a1a43ef,3,5,14.4,0
2f470a4b136cf25e,10,8,13.2,3
fc2ed8d5bbe1b323,5,1,6.6,2
042f77567affc95f,12,3,14.3,1
e19e902de1d27e12,7,18,9.7,9
2a9b1f55e0a9b92b,5,7,12.3,4
fcf3a9a7976a384b,8,1,19.8,4
fc75fe3ae298424f,0,16,15.5,9
598bf7060b3972c9,14,12,14.1,16
238eb7c4379b5d1b,9,4,16.4,1
544d805f8bd4967f,6,6,13.3,5
ef9ff948ae34834f,13,5,4.2,3
85419055e8f1f071,4,10,15.9,2
62cf38454895ebe3,4,24,9.2,1
00d0ceb7cc2765fb,19,0,9.4,11
12b7124639192274,8,5,20.3,5
ffe7af5666c983d4,8,7,14.8,2
60688890db4807c5,9,12,7.0,3
9e8ec3b26c1f5e38,7,1,20.5,2
8660c44d3ffe11c5,3,1,17.2,0
c9079cca0b96937b,5,16,3.6,10
1b07979e8fde1467,6,4,22.4,0
aaeb1b4b8619fd82,11,4,16.7,3
10ef4d213883ba4a,5,7,14.5,3
d8567ec551afd3b3,5,10,1.3,6
b2625e8eea0b9124,6,11,12.1,6
f43c31b1a032f99d,7,1,12.2,4
d2114a93c6f102ec,13,18,13.7,10
573e10ee39b5d66f,5,2,17.3,1
906ced921a6c9c6a,13,14,9.9,9
7183a4b05fa68aae,3,10,9.3,2
f80252a51f25880f,4,4,11.4,3
9c97944f53db8aef,9,3,11.6,3
d19008eb6cb60b4b,10,13,5.8,5
894366f8d7397c77,7,0,15.2,3
556ecb71a084024d,5,6,17.7,5
78cb69ec2f78addf,7,12,16.8,8
dee60789b1cdceb0,4,3,7.9,2
d11e69ebba64df2d,16,0,15.2,10
533e1a78967837bb,8,1,9.2,1
380cb23f74845ad6,10,0,22.7,3
5c84b88cedc84bbe,11,17,11.6,3
e41c2812a94f44e8,10,6,14.5,3
7ae52bb9c5cab0c7,4,10,15.0,3
3a03858501c89663,11,0,23.8,5
44700f6e62478343,6,14,17.5,1
6bab4dfa1388b608,13,4,10.2,2
35d35962d6974f1f,15,12,7.0,8
24de0acaa009828b,5,3,20.7,2
20cecd006df6857c,3,5,19.2,1
8c24ecc4941cd392,2,5,7.9,2
04b4967117f0851b,3,18,9.3,3
cb67d888af50317d,5,12,3.2,2
6ba75703d959951e,11,7,4.6,1
62ba1624cb791336,3,15,2.2,4
63a024966273112d,17,1,12.2,7
25c8f2130702db65,10,15,9.2,2
6a87330d2d6fc2d3,2,7,8.9,1
631b15480c082188,13,3,15.1,3
261b086506942de1,7,3,5.4,2
a5c4b185ec7f9564,7,3,16.0,4
820a78a1d7535101,10,5,14.4,2
67b10129e0860902,3,11,8.8,3
8d7371bc12ba1bf5,12,0,12.6,2
18466296031afb5e,5,9,22.9,1
1dab971c42f42245,7,11,1.9,7
490cab4b45be04d3,9,5,15.2,1
fa299cd290d16eda,21,11,12.2,11
c9b34df2a0279f64,5,5,13.9,2
df0637975124a883,3,0,29.0,0
623c56eace2ebbdb,13,8,10.7,2
3542561c6ea7ebb3,6,2,20.0,2
04b6a9dbd2572d09,6,2,12.8,1
76232b4c7b9b9b7a,9,4,1.0,3
bd44efacb3d627d1,12,0,16.3,7
00452c5d50b4fc34,10,9,15.3,3
5da99df349f97c0c,0,11,14.5,4
c9ad8c0d95083a44,10,7,11.3,3
0081ef3a4f0ec4d6,8,12,6.2,5
9431c2016b61c6f5,9,4,14.2,6
4ebe82fe2dcfb42a,2,9,6.7,4
56083f9938fc6529,10,17,15.7,5
cbe7cb7633f19cee,4,20,14.4,3
993d231492bd30c7,15,7,8.0,5
78a2067032a3e3b8,11,4,10.2,2
a881a5858e942818,11,9,21.2,8
712f6a2dcd964538,12,10,3.9,10
5f426b9c763fcb36,5,1,16.1,1
f896907dde7eda15,4,7,9.3,1
2d11f5c0106f9949,0,11,11.1,0
6ee7963640b0b960,7,1,13.2,2
dff7e5744301badf,0,11,3.1,2
91a29d542e6ea6e7,6,1,18.3,0
30539e47d527881b,6,0,11.4,2
63374ae489f78240,2,24,20.2,1
ba4db0bc199f4736,11,5,6.7,3
efbebef9f9247cd4,5,1,18.4,1
f5355a73179d68d4,14,0,1.0,4
dddae50e418b848f,9,15,5.1,5
578b0451f88dcc0a,0,27,5.8,5
a76c789961f00a90,6,0,10.5,0
f0b8dc8341d75789,5,2,14.5,2
2537b1119acdb6c7,7,12,12.0,3
0d1e04ced37ed2ab,16,16,6.0,23
5b8f0f32108a5748,5,6,18.4,0
3fb9b9717fceb085,6,3,1.8,4
2a25308c251b33f5,3,2,12.3,2
c353c728761ce11f,25,0,10.4,6
bf502f870f763dce,15,10,5.2,9
924b840fee84b833,4,12,3.9,0
812364671cb9446d,11,6,13.8,5
b50edcad929207ca,5,2,9.3,1
54b3d87818463b4c,6,16,8.3,12
ab7d9601dce32465,0,15,6.1,3
7991c76407f41824,6,1,12.2,3
9cca51631aa9942c,3,22,7.0,6
b45fc4c1721b3944,9,0,13.6,4
8a1c82759b07e94b,7,1,19.6,0
c84d0cad75c12fbe,12,4,9.7,4
cb2c7b9655886ed0,0,23,6.7,5
b9ca5c021b75355b,3,1,11.5,1
a6cb0cb00ba3b3d5,2,13,5.4,5
86a604c7ac9b09ef,12,0,12.5,4
4173230a68fb70c3,14,9,7.1,8
eef1ca32210af929,10,11,7.9,7
c555f331cc7d4d44,5,23,4.2,10
9b5897a3cd465548,9,5,14.0,6
c3b4de34bda1051d,3,10,5.7,5
2288bb4e7f4bd78c,12,9,16.6,9
0498bd2574a395ce,4,14,15.7,8
5ddf499cb13a8ecf,4,2,10.6,4
9947d4f79c7ccc27,1,28,9.9,10
cd40f70c3df55808,5,19,11.9,12
979eac7a0796a22c,2,12,21.2,0
f52fc307050ad27f,6,17,15.3,3
be219dacc70edcfa,8,2,18.1,2
29797f033a6bfd88,8,8,13.8,4
64cf7c3833d35c3e,6,2,21.5,3
df750848ccd3b87f,8,9,2.5,2
9f845332a30a2036,5,2,22.1,0
7ac21fa4c2d2737f,4,2,20.4,0
c40a0c76f196b9c6,5,3,10.6,2
bfc6f37b83e1fbb6,10,20,7.4,15
a72249635720e0c7,1,5,21.2,1
29b738fc0b8f82d0,14,17,10.4,16
4fc8b69df6eebc25,9,1,7.1,5
c18bd39ff97d1088,5,3,14.4,2
0ab30183b2b80595,7,3,18.7,1
ba64bd8cab1e9d06,11,14,4.4,10
cde2604a405bed75,3,15,13.4,3
5568248bc873d714,2,1,9.5,0
94b45ff5badc2390,12,4,6.8,4
b5e1aa81e995fbf6,9,7,11.2,1
9fddaf12c1e2fd9c,8,0,18.7,0
828e13874a18125f,2,18,11.5,6
92b12280e5cb2e42,5,1,22.1,1
ffb1633e32414f5f,3,8,12.0,4
9676dd7354e2b6c9,3,12,5.5,1
7bfe538ced5893c9,7,3,12.1,3
6928b12ba5176b50,6,12,8.5,7
250fbae260809628,4,21,10.2,3
30b1d393fb47f642,12,2,18.4,3
bc0540b95a19a5ea,7,3,19.9,3
a5bb0e6224208736,19,8,7.3,9
c49bbc5150afbe36,7,13,10.2,7
1b87c3b657e0d76a,8,21,11.4,16
f2cac3aa97264032,5,3,15.0,2
dca9e58fbad97a8e,2,26,2.5,8
7f58f7db99c0135b,10,19,8.5,9
dc586daf0f345f02,7,6,16.5,4
6f995bb9e7edd122,3,23,8.9,5
5b7f005677e765e5,7,2,10.6,4
9fb848bc717eb284,10,0,20.4,0
b6444e0c74c96aa2,10,1,12.0,1
1e9a5da124bbb2f2,7,6,11.8,4
572b83cd0eb3f2e8,12,6,14.3,8
d02ded122e43f9f8,12,0,16.7,2
41b7a7747d87c115,14,3,22.6,6
6bcf6ace6d31a3d6,0,12,13.7,2
9370a4432f2a717b,4,3,13.8,1
f055cc01af742120,13,11,11.0,6
68e97c0ee5495265,9,0,17.2,1
01230043d5aa8877,12,10,11.2,3
36c7abe48603852f,4,1,11.4,1
1eaa75aa25cdce5d,15,6,17.5,13
50de94a836ca76ff,8,5,21.5,8
7987a24c8e722da4,14,0,18.9,7
f386c9322bdcc3be,10,2,5.4,1
e8619008147c2510,10,9,15.4,5
73eb19b50be2abd6,3,32,7.2,9
5f07462135f9dc17,5,1,13.5,0
680b473a1731954d,9,3,10.1,2
c3969d3423787309,10,2,9.6,4
34b97c5154037204,0,10,14.6,3
fe47a170ec8f63f6,14,8,4.2,6
71450111140ab10c,9,11,14.3,2
d6d4d11961061838,3,7,12.5,1
cd0c77046fba61ed,10,2,11.8,2
8236b69dbcf62ce4,3,3,1.6,1
d2f5145f1c71f02e,10,1,6.1,4
801a0ff683da915a,13,17,5.3,2
32cae035d0ec7a34,4,4,7.0,1
90e3aae3f2bf8279,5,10,11.8,2
d6b748996139dc7d,0,15,5.6,3
2ef735a6917399d5,10,5,5.2,3
69a2b524a82e3833,3,18,9.0,0
4796bd86324f5e29,4,1,19.4,2
0e3f118730212312,8,1,15.5,3
2145582773e75ebe,5,14,14.8,5
0af6621a19ddf686,11,0,13.2,2
bfb3d0ec4d92c2be,5,1,16.0,1
c9a08a601d39aca9,6,11,8.1,1
975c797e88a6f949,5,4,12.6,1
616d5ece836f9b94,11,2,16.6,2
5888b28e4441fcef,4,3,11.4,2
c7c0e86d7f17a908,7,10,6.6,3
1a9ac33f7fbcc83e,5,0,14.8,2
2503e4b5d2f03af7,10,4,1.2,2
fcd1fd6a9ad7418f,8,1,11.1,3
4c8092e80e6bb6fb,8,3,10.3,1
75d8e30f7b9fa06e,7,19,10.5,4
f5e4cad06d671747,13,0,9.5,5
07273a455974f174,8,7,14.6,3
8da453c01e81947d,12,0,14.3,4
fe12e70a072d3c25,12,0,14.7,6
51208cca56c22826,6,2,17.8,1
19e31bd6931a1a04,4,7,6.9,6
ff850ca6134630c9,20,1,13.1,5
23731457744c6f56,0,20,10.1,9
a78161ee2513f62f,11,0,2.4,4
1ef2c5048e9e8add,11,1,13.5,3
3319e37e72262971,4,3,18.9,4
85ee28b9247e6d0b,16,12,11.4,6
9dd1c80678801e4b,13,18,7.1,6
c0853ce0ea19651b,15,2,10.6,2
22ab16171df91383,1,10,17.5,0
1acfef4a734e1597,8,20,11.9,5
0b54234bf3739755,11,0,13.6,4
3d88f9e55af40d81,4,3,16.8,0
5759969a207a986f,14,4,19.1,9
9a6431a962837541,1,20,10.6,3
0a98431da25df960,9,2,10.1,5
f8756be2294fe665,4,6,1.1,6
f6336795a074089b,6,24,10.2,13
79e001c71749284e,14,1,11.9,2
f42324a7938f10d9,5,8,21.4,3
b31a0f8d47f261ae,13,5,12.0,4
8a5cb60fa8848ae1,10,0,12.1,2
290ce6996b1ed18f,9,9,9.4,10
e468c061b010d248,4,8,5.6,4
98564b000c7772ab,4,0,23.8,1
372be4020c8dac6d,6,4,10.1,2
30e7664ebdd486b9,13,8,11.6,7
49fc6158a64b2a37,3,1,8.8,0
57257448d7c9be13,22,3,11.7,9
6907b8a4dd8f0596,6,1,11.5,0
609d922703d1306c,17,2,12.4,6
d66fd518f1f3a6c5,9,5,14.9,2
87d4afdc2cbbeb67,13,1,15.2,2
61c9cd12783fc33e,6,0,16.9,2
51da314fc25dc04f,6,12,14.8,5
eae2e8a23ee5f28b,9,9,8.9,1
fbfec1cbe09e3c4d,5,1,21.6,2
480bfa7d1ffa7f92,7,2,10.0,3
c12c48b8539c8d78,16,1,21.5,3
1bf619546fcc0acf,9,2,26.3,2
37bc96847ee60916,5,3,15.8,3
f0f6f6082eb73336,10,9,5.1,12
9ccd8977a8399d1c,10,18,9.5,6
7d1159dc594d2a69,3,11,5.2,2
c25759c392dc25d5,10,5,13.1,9
8d4507d04d181542,9,3,9.7,2
a0b8c9c791bf4527,12,10,8.6,4
6923b7308a505cfb,8,0,15.4,0
4566dac7cf40dace,5,7,8.6,2
4c76f4967e8b2d96,3,4,22.8,0
03658d56136c81c9,3,1,15.7,1
fb9f98d4e138994b,6,19,14.1,8
e9f0a18294b1aacf,18,0,14.4,2
06489b2a32101eb8,11,0,24.2,2
8c8fc3ceb274cc5e,11,2,10.1,2
5fb39b0f59e541f3,1,11,4.5,3
f0dfaab70a1fdbf6,10,22,4.1,12
fc20e405feeb1906,6,2,12.8,1
53e20fc80205de10,4,16,1.0,8
4a0775d5e59e58d5,11,15,1.0,13
e8ba54ba0753eb2a,18,7,10.4,6
7a052e6bcf0dce35,8,18,5.7,2
74021b9a70327eef,8,27,6.5,12
5e4b933b0966a6ec,7,1,15.6,4
653afc51d07f640a,5,5,13.1,5
8597d080e6715451,11,0,6.2,1
8fb36c1331052c9c,10,5,12.1,7
6a7007ea5592ddb5,10,12,19.8,4
eaabcccb6923f7f1,6,14,15.5,4
d93ef076210f1a58,2,15,18.9,4
89825e142f4ac9db,10,5,5.8,0
ac32d7ec8d786206,4,15,11.6,1
8fda2a4618742834,5,9,15.9,5
31d2029b6d9084b9,11,3,12.5,2
77a9430b3d440cd9,7,19,2.0,6
49da7478eef33076,21,2,6.2,4
91e776643bc87535,6,4,13.3,2
dd49d4f7ff63e330,3,14,10.2,1
12bb0dd769a18138,7,5,9.9,3
7475ed9206ad1fe6,10,2,21.5,2
34f78a691019fb09,9,7,10.1,3
533f48619e09b654,4,4,10.5,2
9ef9fa874187df8e,6,0,19.0,1
561e59aa66e11ab1,10,18,9.3,0
81b76c7ba6061a5c,2,26,2.7,13
6cde1572c1ca5873,3,4,2.7,1
a8d4859e09c4342b,3,16,5.3,9
c8fcdb841dfd3d56,8,3,13.6,2
c851d2ffd50c07eb,6,3,14.5,1
9215f302394b2c95,2,13,13.9,0
111ef3f4845607ec,5,4,1.0,4
f59a2aad5f88942b,5,14,16.8,3
e51ef6f07cda6b5f,9,17,15.8,12
7fc4f6ed5a412232,11,16,7.8,6
2ddadfd2b71af43e,10,3,13.7,4
969a85c69aa4321e,4,17,15.2,6
92d5cb4f26828d69,7,1,13.3,0
bba9e2de17841b51,6,8,11.0,1
80bf1af6080f9268,10,10,16.2,2
eb13d9d8d27abcd6,15,6,16.0,15
99273c5f62186ea4,6,9,12.0,1
d845ba6f963ed951,7,1,16.8,2
b116db04afa18222,6,6,6.2,0
eccef3017b862214,1,7,11.7,2
0dc1652ee156bbc6,3,18,5.0,9
5255bddfd56b1011,6,14,2.9,4
7945c6db59aea6a2,9,12,12.5,11
2823b7ddafc7666d,6,11,12.9,5
3b84a061e2aa433b,3,13,1.3,1
d3bdc23ad658dbb3,3,2,13.2,0
de85fd734682a848,6,10,2.4,11
bbcca4f5ec1d19d0,5,28,7.7,12
948cabe8938aa4ca,11,18,7.5,4
8533d1ac3f4fb9ce,13,14,13.1,9
2c1dd3ba3ea42208,9,2,11.0,2
58f87cb3d40e2548,8,0,20.5,2
b695272e1f530319,7,2,14.8,2
f75dc390454bc21b,7,16,11.3,6
93b5e52f8acd60fc,4,5,17.7,2
5a3201a36b5864ca,14,8,5.6,4
f596a8e03699eca4,11,5,13.5,6
0d91e3e22c95124e,0,22,7.5,7
293f40ca69ede1c3,7,24,9.0,3
a161f87c4a2eadfa,8,6,10.6,3
ff47649d5f35c72c,10,2,20.4,2
77f7d11c75c3158b,12,13,7.5,12
1a4c58e9569ab876,7,4,21.7,3
0bc0551a27453dbf,9,14,8.6,8
668e52d71a9fc369,3,9,14.9,2
df05a40e36c5498c,5,6,19.8,2
08b5f694c3daaf0a,5,3,16.4,1
f35354087097b4c1,5,4,16.3,0
5d1a4f0acacfd4a6,1,10,13.0,6
2169f5a945b0722a,5,19,11.5,7
cc136e7454f937b0,3,8,9.4,0
4a464a6fb5136b62,6,7,22.5,0
11305db7c31bd724,13,5,20.5,3
64144906bbbe6b1f,5,2,22.7,1
d5e03f7d14e3646b,17,1,13.8,4
f7c24ad1032ab49a,1,11,10.8,1
040458bde9619595,20,2,9.0,4
ec71613f07cbcddb,3,0,10.5,0
6aae316b689543f3,8,4,17.2,1
99722636395284a0,6,13,9.2,2
a02848c4c45d9dd1,4,1,20.0,0
9d13faed82cfd45d,13,2,15.0,1
8d36582406c92e27,7,0,17.5,1
1ff14b48e33e6c29,10,7,2.6,4
6fb4e3d78a1191cc,10,3,12.8,4
e4947ad0749ec3a5,2,2,19.5,1
e6fa819d98874dbe,7,23,16.0,8
9bc0df45fbe46806,2,15,14.7,7
6a877f7a9bd0ebe7,2,10,8.0,2
66542c54782adebf,17,8,9.6,5
ddd49d2802438300,0,38,15.2,12
2fcd6a24c950ea18,18,2,8.1,1
13d3f393ae53411d,8,1,17.3,2
ce3826dc3543be50,5,3,17.2,0
d2efbc119d757a5d,13,1,12.6,5
77756df8ef538162,7,1,27.2,0
9d9fa340d3be014d,7,9,14.7,2
6048220a0f35705a,6,4,13.7,1
d46ae6fed208d658,4,4,15.4,3
31b462bd076923df,15,17,15.2,8
3149bac9f0188c1f,7,0,18.9,0
f24a6ff2c5dead4b,6,25,5.1,2
d29a8639d58a4bde,8,2,13.7,1
7a567c7dda91fcf4,8,0,18.3,0
77c023c960be5532,4,1,13.4,0
24081b1f80fbf8c6,8,2,20.4,2
5dedbe78fe24ac16,10,3,8.9,1
189463800e70a98a,1,18,9.7,4
c4f2fb5029822374,3,1,16.2,0
863fc8154bff7720,5,16,13.3,7
4d90673a37893ae8,12,17,21.5,2
39ed0caef62b3707,5,4,11.5,1
5b671d503364d016,6,11,12.0,7
f8bf3094a8bac45b,3,12,11.4,4
c512e117017537cc,1,15,19.6,3
4b373fba06d833cf,12,11,8.8,2
83ad0a77c93092b8,10,0,15.6,2
27aeb7a85e454b4a,3,3,17.6,0
ece0ac77c50bc29d,3,11,4.9,6
3dc210a603a949ca,11,5,18.1,4
92fd673dd6873c51,10,8,12.4,3
dc56d949bdc6633d,11,1,12.7,6
e55998bca43dfa8b,3,9,19.2,4
3de5af2854384e89,8,5,15.6,5
1ad7d06b9da0124b,9,3,7.6,3
d3ee205dba290baa,4,1,22.5,1
147a4fb6dd2ebd09,7,0,21.3,3
dcdb58a58aaf6c15,3,1,18.5,1
dc0fe1654b977e63,6,3,11.9,1
0d904247dd5156af,8,10,1.0,7
8d459b27d64ee56d,2,21,1.4,3
cc87498fa4e40235,14,13,12.9,1
7440625b1c693016,7,1,13.9,1
a8058748d48fc2c8,6,1,8.9,2
95998f7118371909,8,0,20.0,1
e6cec29f983412cd,9,3,11.2,1
bd725ab1c07c700c,14,11,6.2,10
1457baba8464f1f0,7,12,10.2,5
07aba1d497b65362,6,3,15.7,1
b7b7ab7666fb9cb0,5,2,15.7,0
9ade5a5858c56398,7,8,10.7,6
f6ea583133145912,4,13,10.0,3
0be3447e9bf0d50e,12,2,11.0,2
44ca7a962119fbe7,4,4,18.8,3
6dd38aff121bfaca,15,3,13.3,2
5c8c1e7cdd3a4a83,20,0,11.9,10
4e91eef56c158faa,2,20,5.0,7
1a9f82f4926f6d0b,3,4,15.7,2
0be76ef9850bd884,5,1,24.2,0
22c50b745980d763,12,10,10.3,7
5966fd2760f71019,9,0,22.9,1
2f2b0716fb14affb,5,15,7.4,7
77a125d5509fc317,14,1,12.0,3
4a74fb715a90fca4,2,7,5.1,0
038278289f34ee81,5,4,17.6,3
9fc73a0e8b42dbb6,7,3,8.1,5
803061d9c3e31e36,6,3,11.6,4
85f9a52420e21891,7,9,12.0,2
c6fbd86328c92310,6,1,16.4,0
6892e9989bfba67f,7,15,12.7,6
003d990d0b8188ba,12,0,7.5,2
29f80e35badeb17b,4,5,6.7,4
a08d55740a2304f4,3,4,18.8,3
107e2425919f2f7f,4,1,12.0,0
862548088681c4c9,5,12,18.4,5
0d8055eafdc59118,10,17,15.6,13
e346b9993fd73e89,6,21,8.7,15
a38ffc07c46af84a,16,6,15.6,7
083d9590c509ce8e,3,1,12.2,2
3c152f21688d9d44,10,2,17.1,6
83ee79ac6a15a8df,11,13,15.7,2
bed7ca9e4799ed17,3,1,8.7,0
d4c971c69c15c8e2,7,19,8.5,15
142e48c268b6001c,9,4,12.0,0
6cae2e53bb7f0579,12,0,13.0,5
0e7d0a18096a2be9,7,8,7.1,2
9d46bdae1743e854,12,8,16.8,5
beef54cfd0202086,3,14,13.6,6
90cbf965749c1961,3,6,13.9,2
91c49e64519e81d9,3,3,18.2,2
2f266e13e3be3291,7,2,23.7,2
f5d0a90906513829,12,5,1.0,1
2a47dbc1525d2edc,7,2,13.9,0
f7cc0416beafbbb5,6,2,17.8,4
