customer_id,age,gender,city,annual_income,tenure_months,join_date,plan_type,monthly_data_gb,monthly_minutes,ott_usage_hours,arpu,data_allowance_gb,minutes_allowance,satisfaction_score,num_complaints_12m,support_tickets_12m,payment_score,late_payments_12m,campaigns_exposed,total_impressions,total_clicks,total_conversions,primary_channel,monthly_web_sessions,monthly_app_sessions,avg_session_duration_min,self_service_transactions,churned,churn_date,churn_probability
69430118d892b7c9,43,Female,New York,86854,18,2023-04-09,Premium,43.34,1207,12.8,75.0,50,2000,10.0,0,4,300,0,6,52,1,0,Social_Media,10,7,3.1,6,0,,0.1
8c5c92a7df904d87,65,Female,New York,76561,24,2022-10-11,Standard,3.07,218,0.8,45.0,10,1000,8.2,0,4,300,0,3,9,1,0,TV_Commercial,9,2,13.3,0,0,,0.19
3987061be77081cf,43,Female,New York,35219,1,2024-08-31,Standard,1.95,196,16.7,52.8,10,1000,8.0,0,2,300,0,4,31,0,0,TV_Commercial,5,5,10.6,7,0,,0.43
d0a3abe74a9df5c2,59,Female,San Jose,71331,12,2023-10-06,Unlimited,121.52,3320,20.2,108.64,999,9999,6.3,0,0,300,0,3,26,0,0,Email_Promotion,7,0,5.1,2,1,2023-11-05,0.315
ed1db73ee84f40bb,62,Female,Phoenix,28728,4,2024-06-02,Unlimited,360.1,4410,7.0,104.36,999,9999,9.4,0,3,300,0,4,26,0,0,Email_Promotion,6,3,1.5,3,0,,0.23
5e8611747177e508,75,Male,Dallas,96367,28,2022-06-13,Premium,36.0,547,1.9,90.33,50,2000,8.5,1,2,300,0,6,56,2,1,SMS_Offer,4,3,19.4,1,0,,0.225
124cb41019fcb01a,40,Other,Chicago,64312,2,2024-08-01,Standard,5.59,535,33.4,54.51,10,1000,9.0,0,1,300,0,6,66,1,0,Direct_Mail,9,0,2.4,0,1,2024-08-31,0.3
349049b3a7614103,50,Female,Phoenix,71834,12,2023-10-06,Premium,58.14,1544,5.1,172.24,50,2000,8.2,0,2,300,0,5,41,2,0,Online_Display,2,2,8.0,3,0,,0.14
6b61836800c2adf2,52,Female,Phoenix,40935,28,2022-06-13,Standard,7.96,445,4.0,45.0,10,1000,10.0,0,4,300,0,7,68,1,0,Referral_Program,6,2,15.2,3,0,,0.1
d9584b33e188ff45,57,Male,New York,77622,8,2024-02-03,Premium,35.59,2485,4.9,76.4,50,2000,8.4,0,2,300,0,7,58,2,0,Direct_Mail,4,1,14.1,2,0,,0.26
1c24ac94f7834b1b,61,Male,Chicago,71563,1,2024-08-31,Unlimited,670.54,6539,9.2,97.5,999,9999,5.3,3,4,300,0,5,42,0,0,SMS_Offer,4,1,7.7,1,0,,0.735
e7e83af13098ab5c,28,Male,Chicago,30694,4,2024-06-02,Premium,65.64,1272,4.5,248.33,50,2000,6.4,1,5,300,0,8,72,2,0,Direct_Mail,2,15,13.2,7,0,,0.54
c82e6489647aa610,32,Male,San Antonio,39932,13,2023-09-06,Standard,4.24,469,0.8,52.56,10,1000,6.4,1,4,300,0,8,66,3,0,TV_Commercial,7,11,14.8,5,1,2023-10-06,0.38
c5545adce384781c,30,Female,Houston,38195,29,2022-05-14,Standard,9.33,778,23.7,48.21,10,1000,10.0,0,2,300,0,7,75,4,0,SMS_Offer,0,15,11.7,4,0,,0.1
2b2eae9967ddf571,35,Male,Dallas,41651,11,2023-11-05,Unlimited,1448.55,2987,43.9,4590.48,999,9999,7.3,0,2,300,0,5,21,0,0,Social_Media,14,5,15.0,2,0,,0.325
494f2b7da6b7db77,38,Male,San Antonio,69886,35,2021-11-15,Basic,0.82,135,6.3,27.59,2,500,9.6,0,1,300,0,5,31,0,0,SMS_Offer,11,3,11.6,7,0,,0.24
f3ece6ca5144c0b3,62,Female,San Antonio,64277,17,2023-05-09,Unlimited,820.13,4470,4.6,95.0,999,9999,9.3,0,0,300,0,1,5,0,0,Email_Promotion,10,1,12.7,2,0,,0.085
9b84ef7a64ea22aa,29,Female,Los Angeles,73675,11,2023-11-05,Standard,13.49,666,12.2,87.01,10,1000,5.9,1,4,300,0,8,73,1,1,Online_Display,4,14,2.8,5,0,,0.495
a4f6d0272e5e55c0,67,Female,Chicago,93800,24,2022-10-11,Basic,1.46,321,30.7,31.64,2,500,9.0,1,4,300,0,0,0,0,0,None,6,1,16.9,2,0,,0.25
b046c06be73cb087,30,Female,Los Angeles,20000,21,2023-01-09,Basic,1.47,245,25.9,28.61,2,500,8.8,0,1,300,0,4,33,2,0,SMS_Offer,12,5,16.8,6,0,,0.28
968a4aa9a7f67694,30,Male,San Diego,33682,16,2023-06-08,Basic,1.98,319,6.7,56.24,2,500,8.3,2,6,300,0,8,55,1,1,TV_Commercial,4,15,1.0,4,1,2023-07-08,0.385
b24d560f5fdbc3e3,73,Male,Los Angeles,114383,14,2023-08-07,Standard,7.44,828,7.1,56.85,10,1000,7.0,0,1,300,0,1,5,0,0,Direct_Mail,13,5,15.5,2,0,,0.25
370baa77cbce77fc,32,Female,New York,70223,60,2019-10-27,Basic,2.67,309,12.1,31.74,2,500,8.1,0,2,300,0,4,39,0,0,Search_Ads,0,10,6.4,2,0,,0.255
0335ab2786e9a0bd,24,Male,Phoenix,20305,5,2024-05-03,Premium,87.44,736,0.2,454.46,50,2000,8.7,1,1,300,0,8,53,3,0,Search_Ads,9,11,20.5,11,0,,0.425
c1fa27bedf0736da,51,Male,San Jose,90056,37,2021-09-16,Premium,39.5,679,17.6,77.28,50,2000,8.4,1,3,300,0,4,21,0,0,TV_Commercial,3,1,19.2,0,0,,0.28
2e45bf2540149731,32,Male,Los Angeles,57630,7,2024-03-04,Premium,40.01,1043,4.5,90.49,50,2000,6.8,1,3,300,0,8,58,3,1,TV_Commercial,10,4,11.0,6,1,2024-04-03,0.39
87ace4e6ca3ddb04,56,Female,Los Angeles,78886,5,2024-05-03,Premium,23.72,1937,0.9,75.32,50,2000,6.7,0,3,300,0,5,47,2,0,Online_Display,5,1,15.3,3,0,,0.415
477073cba55ad18d,70,Male,Philadelphia,63790,40,2021-06-18,Standard,2.95,624,18.4,45.0,10,1000,5.7,0,1,300,0,6,49,1,0,Email_Promotion,8,3,16.2,2,0,,0.315
e9a1db2d01290c50,53,Female,San Jose,94061,6,2024-04-03,Basic,0.72,435,3.3,25.0,2,500,8.5,0,0,300,0,3,20,0,0,Online_Display,12,1,16.4,7,1,2024-05-03,0.375
ae7891bd1cf8c618,44,Female,San Antonio,44803,12,2023-10-06,Basic,1.74,397,4.8,25.0,2,500,8.2,0,1,300,0,3,29,2,0,SMS_Offer,7,13,14.3,4,0,,0.31
09d692c96a53922c,51,Female,New York,99234,43,2021-03-20,Standard,4.37,817,0.3,67.95,10,1000,9.4,0,5,300,0,8,71,2,0,Social_Media,10,2,17.9,1,0,,0.13
4fb484f473fa229e,18,Male,New York,20000,24,2022-10-11,Standard,14.51,592,11.7,90.05,10,1000,5.9,1,5,300,0,8,55,1,0,Online_Display,2,27,13.5,9,1,2022-11-10,0.415
09a0db30e5154af3,68,Male,New York,81403,21,2023-01-09,Standard,5.95,454,36.2,47.35,10,1000,7.8,0,0,300,0,8,70,3,0,SMS_Offer,4,2,12.8,0,1,2023-02-08,0.21
0b6b021a19e3c050,19,Female,Houston,20000,15,2023-07-08,Basic,2.14,433,3.8,36.77,2,500,8.6,1,5,300,0,4,30,0,0,Social_Media,13,15,6.3,6,1,2023-08-07,0.27
0067083ffb32866b,51,Female,New York,90582,14,2023-08-07,Premium,78.67,1264,2.2,364.56,50,2000,9.1,2,2,300,0,8,80,3,0,Online_Display,7,4,9.2,6,0,,0.355
3d73110003f92101,56,Male,Dallas,55075,23,2022-11-10,Premium,68.51,255,1.3,265.5,50,2000,8.6,1,3,300,0,6,58,1,0,SMS_Offer,5,1,14.9,0,0,,0.28
82e8492fe3a81704,58,Female,New York,101614,4,2024-06-02,Basic,0.65,475,6.6,38.93,2,500,6.6,1,1,300,1,8,73,2,0,Direct_Mail,9,2,18.9,2,1,2024-07-02,0.57
4b25ec6044d3868f,23,Female,Los Angeles,47522,26,2022-08-12,Standard,11.54,720,3.9,68.54,10,1000,7.6,1,5,300,0,8,76,5,0,SMS_Offer,0,23,13.7,6,0,,0.32
2746f80f670d3bc6,44,Male,New York,58226,14,2023-08-07,Basic,0.95,293,17.3,25.36,2,500,9.2,0,3,300,0,7,50,1,0,Direct_Mail,12,2,12.0,5,0,,0.26
9f95c748ee1db740,27,Male,New York,108067,20,2023-02-08,Unlimited,1825.24,5051,2.8,8357.39,999,9999,7.9,0,2,300,0,8,68,3,0,TV_Commercial,4,21,2.9,1,0,,0.215
fddcb308e5f74407,32,Female,New York,57830,21,2023-01-09,Standard,7.75,612,7.5,59.13,10,1000,7.5,1,1,300,0,5,52,3,1,Search_Ads,13,6,13.1,7,0,,0.325
1014d391e50319ee,45,Male,Phoenix,59543,21,2023-01-09,Standard,5.73,612,0.2,51.13,10,1000,9.5,0,0,300,0,3,20,0,0,Social_Media,7,7,16.6,2,0,,0.125
f9275a90875fb78e,51,Male,San Antonio,39901,60,2019-10-27,Basic,1.27,406,38.3,25.0,2,500,9.9,0,3,300,0,8,64,0,0,Search_Ads,4,4,15.5,2,0,,0.225
34382bb08cb2274c,52,Female,Houston,41878,60,2019-10-27,Standard,6.52,556,7.5,61.01,10,1000,9.8,0,5,300,0,6,51,2,0,Email_Promotion,8,3,19.6,2,0,,0.11
30e5ab6c0286b2da,36,Male,Los Angeles,37730,26,2022-08-12,Basic,2.09,139,0.9,40.82,2,500,10.0,0,1,300,0,4,34,2,0,Direct_Mail,1,15,4.6,7,0,,0.1
c01ff957180593b7,32,Male,New York,50094,15,2023-07-08,Standard,4.78,571,6.6,49.85,10,1000,10.0,0,5,300,0,6,38,2,0,Online_Display,5,12,10.7,4,1,2023-08-07,0.1
3a753a8dbb3597a6,18,Female,Los Angeles,27669,8,2024-02-03,Unlimited,2821.5,4924,5.4,18323.0,999,9999,5.6,1,3,300,0,5,66,4,1,Referral_Program,0,24,11.3,10,1,2024-03-04,0.51
12c3f5c4cbe3029c,20,Male,San Jose,20000,4,2024-06-02,Basic,2.64,209,0.6,41.51,2,500,7.0,3,3,300,0,7,50,1,0,Search_Ads,6,18,10.5,8,1,2024-07-02,0.76
cee3a4e331b4fac4,55,Male,New York,70065,15,2023-07-08,Premium,35.88,2187,3.5,80.01,50,2000,7.0,1,4,300,1,4,24,0,0,TV_Commercial,6,3,20.3,0,0,,0.35
30a2a10f2143eb62,54,Male,Chicago,89439,36,2021-10-16,Standard,13.16,348,0.6,102.84,10,1000,8.6,1,2,300,0,6,57,3,0,SMS_Offer,9,1,13.2,0,1,2022-02-09,0.28
f1985522d2e86437,47,Male,Chicago,41953,2,2024-08-01,Basic,0.62,147,79.0,39.7,2,500,9.2,0,2,300,0,5,23,0,0,Online_Display,14,1,17.9,6,1,2024-08-31,0.29
5cc045622971cc5f,41,Female,New York,66610,10,2023-12-05,Premium,19.09,479,0.6,86.75,50,2000,7.5,0,3,300,0,8,62,1,0,TV_Commercial,15,5,12.7,9,0,,0.255
41600b5215209f37,69,Female,San Diego,95464,9,2024-01-04,Unlimited,710.21,3187,16.6,95.0,999,9999,9.4,0,2,300,0,5,50,1,0,Social_Media,12,0,8.4,5,1,2024-02-03,0.16
ee8ab6d25fc26c18,44,Female,Dallas,35213,1,2024-08-31,Basic,1.18,462,24.8,40.33,2,500,6.3,2,3,300,0,4,38,0,0,Email_Promotion,11,3,13.3,3,1,2024-09-30,0.635
b509088ae8c0e01e,67,Female,Chicago,74886,43,2021-03-20,Standard,8.1,704,7.6,45.45,10,1000,7.4,0,1,300,0,0,0,0,0,None,3,2,9.8,1,0,,0.23
477079bf2dd78e2f,37,Female,Los Angeles,58598,17,2023-05-09,Unlimited,1031.79,3062,23.8,434.37,999,9999,10.0,0,2,300,0,8,74,1,0,Online_Display,7,9,20.0,6,1,2023-06-08,0.05
d0ff6acae7245cbb,45,Female,Chicago,36050,24,2022-10-11,Basic,2.5,63,0.4,44.54,2,500,7.5,1,3,300,0,5,38,0,0,SMS_Offer,13,6,8.4,7,0,,0.385
c7b55c3d71671f23,18,Female,New York,55843,20,2023-02-08,Premium,36.12,903,19.7,85.0,50,2000,7.3,1,5,300,0,5,36,0,0,Social_Media,9,13,3.4,5,0,,0.285
79b27422a3ddef52,45,Female,Los Angeles,57964,56,2020-02-24,Standard,10.93,576,0.4,54.72,10,1000,7.8,1,1,300,0,5,62,0,0,Online_Display,7,6,14.7,6,0,,0.31
b840cbd8a42297dd,18,Female,New York,57179,60,2019-10-27,Basic,1.79,235,11.7,28.84,2,500,7.5,1,2,300,0,8,70,2,0,Direct_Mail,5,19,1.0,8,1,2022-12-26,0.445
225ad958d7de4dc4,60,Female,Los Angeles,60534,60,2019-10-27,Unlimited,521.23,5452,7.1,118.85,999,9999,6.7,1,4,300,0,7,68,4,0,Online_Display,5,1,23.7,2,0,,0.315
4febc548549dc19a,36,Male,New York,68228,49,2020-09-21,Premium,59.59,489,6.2,180.56,50,2000,10.0,0,1,300,0,4,39,0,0,Online_Display,6,11,12.0,1,0,,0.05
c8105dad1d4af0c1,62,Male,Los Angeles,90640,10,2023-12-05,Premium,32.01,1685,8.2,92.36,50,2000,8.6,0,1,300,0,5,36,0,0,TV_Commercial,5,1,17.7,3,1,2024-01-04,0.2
765973871dd818c3,44,Female,Philadelphia,62391,21,2023-01-09,Unlimited,831.42,2274,15.3,106.28,999,9999,10.0,0,2,300,0,4,25,1,0,SMS_Offer,3,12,14.8,2,0,,0.05
47732c4a602f1637,32,Female,Los Angeles,57678,21,2023-01-09,Premium,46.51,918,20.8,76.29,50,2000,7.2,1,1,300,0,8,65,1,0,SMS_Offer,5,10,16.2,4,1,2023-02-08,0.34
b753a215d8b98ac6,39,Female,Chicago,61500,26,2022-08-12,Standard,8.75,816,29.0,45.0,10,1000,7.2,1,2,300,0,6,67,2,0,Search_Ads,4,13,5.4,6,0,,0.34
c5b924198d844fd5,44,Female,Dallas,20000,17,2023-05-09,Premium,29.0,410,23.7,75.0,50,2000,8.2,0,2,300,0,4,24,2,0,Search_Ads,10,4,3.4,5,1,2023-06-08,0.19
83fb24e6875ce227,46,Male,San Antonio,34880,60,2019-10-27,Basic,0.74,171,2.1,25.0,2,500,7.7,1,3,300,0,7,41,2,0,Direct_Mail,7,5,10.7,4,1,2022-11-20,0.435
53d5baf7c4b817fe,51,Male,Los Angeles,81313,15,2023-07-08,Standard,7.41,117,11.9,46.19,10,1000,8.4,0,1,300,0,4,58,1,0,Online_Display,6,0,15.2,2,1,2023-08-07,0.18
4ef389e4d24a79b7,45,Male,New York,49656,11,2023-11-05,Basic,1.84,258,3.9,25.0,2,500,10.0,0,3,300,0,5,49,0,0,Email_Promotion,5,4,3.3,3,0,,0.3
d8899ae9ab2ec768,70,Male,Chicago,93018,46,2020-12-20,Standard,2.41,592,7.7,45.0,10,1000,7.1,2,4,300,0,1,1,0,0,Referral_Program,4,0,15.5,1,1,2022-04-20,0.445
452bb188e490b7dc,39,Male,New York,73878,42,2021-04-19,Standard,5.34,316,15.4,59.78,10,1000,10.0,0,4,300,0,5,62,2,0,Social_Media,0,17,14.2,14,0,,0.1
f930ecceff7fd49c,38,Male,New York,50662,9,2024-01-04,Standard,4.19,513,40.1,53.87,10,1000,7.9,0,1,300,0,4,39,0,0,Direct_Mail,7,8,6.3,4,1,2024-02-03,0.285
4f372aec57c671af,60,Female,New York,115885,8,2024-02-03,Unlimited,540.9,5702,2.0,95.0,999,9999,6.3,3,6,300,0,8,83,2,0,TV_Commercial,5,3,20.0,0,0,,0.615
ba4719d33a436ca8,18,Female,Los Angeles,37671,14,2023-08-07,Standard,22.45,377,10.4,169.5,10,1000,10.0,1,3,300,0,8,54,0,0,Referral_Program,10,20,1.0,11,0,,0.21
9f9a3946677e2d18,56,Female,San Jose,106365,8,2024-02-03,Premium,36.61,1732,0.7,90.77,50,2000,10.0,0,2,300,0,8,48,0,0,SMS_Offer,6,1,22.6,1,1,2024-03-04,0.13
aea63f7d44dfba0d,40,Male,Los Angeles,42731,43,2021-03-20,Basic,0.91,222,1.3,30.61,2,500,9.3,1,5,300,0,6,54,0,0,SMS_Offer,7,5,14.5,4,0,,0.235
1463bcc79bdcd40b,34,Female,New York,33123,2,2024-08-01,Premium,10.08,378,73.2,84.89,50,2000,7.4,0,0,300,0,8,62,3,0,Search_Ads,14,5,17.3,4,0,,0.33
d7d0259b2c2d4e36,25,Other,Los Angeles,48091,16,2023-06-08,Standard,12.54,606,5.9,70.42,10,1000,6.0,2,4,300,0,7,70,7,0,Online_Display,5,26,8.6,5,0,,0.56
06276634231af68b,45,Male,New York,81221,8,2024-02-03,Premium,20.25,1387,16.2,106.43,50,2000,8.8,0,2,300,0,5,40,1,0,Search_Ads,14,3,7.7,4,0,,0.19
20cb048cd6e6e401,27,Male,San Diego,72922,54,2020-04-24,Unlimited,790.11,1649,1.2,102.32,999,9999,10.0,0,2,300,0,4,9,0,0,SMS_Offer,20,6,3.3,11,0,,0.05
2863464bbb4f4cb8,59,Male,New York,60067,4,2024-06-02,Premium,41.99,2233,2.2,75.0,50,2000,9.9,0,3,300,0,2,20,0,0,Online_Display,7,4,15.6,1,1,2024-07-02,0.255
2d4aadbf5718db4f,57,Female,New York,85237,15,2023-07-08,Premium,18.68,1628,7.6,75.0,50,2000,8.9,1,5,300,0,5,48,2,0,SMS_Offer,3,0,10.4,0,0,,0.255
e038ecf0c47f4bba,46,Male,Phoenix,51622,24,2022-10-11,Premium,49.22,955,1.8,75.0,50,2000,9.0,0,1,300,0,4,41,1,0,Direct_Mail,20,2,13.3,3,0,,0.15
76e8ecc3fddd87d5,42,Male,San Diego,52154,17,2023-05-09,Standard,8.01,600,55.0,45.0,10,1000,9.4,0,4,300,0,8,59,0,0,Direct_Mail,9,5,15.9,2,0,,0.13
b24cd5ac87ce0b25,38,Male,New York,76556,42,2021-04-19,Premium,45.64,1362,5.2,75.0,50,2000,9.5,1,3,300,0,7,67,3,0,Email_Promotion,5,5,12.7,1,0,,0.225
42469662aa90105f,38,Male,Los Angeles,58231,2,2024-08-01,Standard,11.16,408,2.9,66.94,10,1000,7.0,2,4,300,0,5,37,1,0,SMS_Offer,6,12,17.0,5,0,,0.6
fa0311f2b72ef590,46,Female,Phoenix,46601,23,2022-11-10,Basic,1.51,264,4.9,26.73,2,500,7.7,1,6,300,0,6,29,1,0,Referral_Program,14,0,9.0,3,0,,0.435
c51531554c106e4e,27,Male,Chicago,42198,8,2024-02-03,Premium,65.89,1402,14.7,237.84,50,2000,9.8,0,2,300,0,6,51,2,0,Online_Display,15,11,11.2,6,0,,0.2
3c4e0fbf662b55db,18,Male,New York,22222,28,2022-06-13,Premium,27.9,822,25.0,81.25,50,2000,9.4,0,0,300,0,6,37,0,0,TV_Commercial,5,7,6.1,4,0,,0.08
ef7c308f14bcc911,25,Female,San Diego,44757,32,2022-02-13,Premium,61.32,2395,7.9,188.19,50,2000,8.7,0,2,300,0,8,68,1,0,Social_Media,9,12,7.4,7,0,,0.175
a6f8bd0b9e86f4cc,18,Male,San Antonio,22563,9,2024-01-04,Basic,1.72,263,6.0,27.04,2,500,7.0,3,3,300,0,8,70,4,1,TV_Commercial,7,12,9.0,8,0,,0.75
36a10ab6ee94560c,35,Female,Chicago,65130,4,2024-06-02,Premium,23.62,1445,3.0,81.04,50,2000,8.3,0,4,300,0,7,47,1,0,Search_Ads,1,7,13.6,3,0,,0.285
ac1c498c573630e5,49,Male,Los Angeles,74069,8,2024-02-03,Unlimited,587.22,2104,8.6,100.34,999,9999,10.0,0,1,300,0,7,53,3,1,Search_Ads,10,3,10.6,1,0,,0.13
859400de9784a6e0,69,Female,New York,64129,6,2024-04-03,Premium,34.48,556,2.0,84.33,50,2000,9.3,0,2,300,0,3,36,1,0,Online_Display,6,0,13.5,1,0,,0.165
455ee5b446456cb0,44,Female,Phoenix,49019,1,2024-08-31,Basic,1.21,249,23.7,35.96,2,500,8.1,3,4,300,0,2,3,0,0,Direct_Mail,6,7,15.0,5,0,,0.645
d5498139d41b306b,51,Female,New York,76380,10,2023-12-05,Unlimited,645.8,5913,24.1,100.46,999,9999,8.4,1,5,300,0,3,21,0,0,SMS_Offer,4,3,14.0,1,0,,0.31
436bcca7795baa44,48,Male,Los Angeles,67836,13,2023-09-06,Basic,3.58,116,10.4,40.8,2,500,8.5,0,2,300,0,8,67,3,0,TV_Commercial,5,6,19.7,2,0,,0.235
cdbfc08e47cc5018,37,Male,Phoenix,31771,25,2022-09-11,Basic,0.85,132,23.0,39.86,2,500,10.0,0,3,300,0,6,44,0,0,Search_Ads,4,9,6.6,3,0,,0.1
df06d024d171a50b,31,Female,New York,34149,57,2020-01-25,Standard,11.19,678,1.7,69.16,10,1000,10.0,0,1,300,0,6,73,4,2,Search_Ads,2,11,16.1,4,0,,0.1
5cb4ee7f1ae1c34f,43,Female,New York,35412,9,2024-01-04,Basic,0.55,389,14.6,25.0,2,500,6.7,0,1,300,0,8,52,0,0,Search_Ads,8,2,12.4,3,0,,0.465
3d3cd5afd264100e,47,Female,Dallas,49361,24,2022-10-11,Basic,0.65,311,13.2,31.12,2,500,9.2,0,0,300,0,3,15,0,0,Referral_Program,8,6,17.4,2,0,,0.14
bc75358c58dc0b50,63,Female,Phoenix,54697,13,2023-09-06,Premium,23.74,738,4.6,81.91,50,2000,9.0,1,2,300,0,4,32,1,0,Email_Promotion,7,0,19.0,3,0,,0.2
d0bf456a89821b2e,56,Female,New York,75885,60,2019-10-27,Standard,3.58,648,13.1,51.27,10,1000,10.0,0,2,300,0,3,37,0,0,Social_Media,6,0,14.8,2,0,,0.1
4b878d22b1489c8c,45,Female,Los Angeles,55222,6,2024-04-03,Basic,1.05,232,7.1,25.0,2,500,9.0,0,2,300,0,4,44,1,0,TV_Commercial,13,1,3.8,2,0,,0.35
7ec4d20be874d715,18,Female,Los Angeles,38584,1,2024-08-31,Standard,7.13,164,3.5,59.3,10,1000,8.1,0,2,300,0,6,44,3,0,SMS_Offer,11,16,4.2,6,1,2024-09-30,0.345
e17a6387bc9ec985,40,Female,Los Angeles,64672,26,2022-08-12,Basic,0.51,245,2.6,29.86,2,500,8.4,0,2,300,0,7,51,1,0,Direct_Mail,9,8,2.0,2,0,,0.3
85c120e683c54357,37,Female,Los Angeles,36799,36,2021-10-16,Standard,8.22,352,12.2,53.33,10,1000,10.0,0,2,300,0,6,48,3,0,SMS_Offer,3,8,5.9,2,1,2022-02-11,0.1
6d0687db3adf54cb,39,Male,New York,34237,5,2024-05-03,Standard,0.99,526,12.8,45.0,10,1000,6.2,2,6,300,0,4,23,1,0,Direct_Mail,4,9,7.0,6,1,2024-06-02,0.72
3018e009acfadc6e,39,Female,Dallas,61037,35,2021-11-15,Unlimited,647.26,9351,1.2,100.96,999,9999,9.4,0,4,300,0,7,60,2,0,Referral_Program,1,13,7.5,1,0,,0.08
dc446b2f192be47d,37,Female,San Diego,31116,2,2024-08-01,Standard,5.15,832,7.0,47.18,10,1000,8.8,0,0,300,0,8,68,3,2,SMS_Offer,4,10,7.5,3,1,2024-08-31,0.31
25349aea8694ca2e,25,Male,New York,52994,43,2021-03-20,Standard,20.5,393,4.1,173.74,10,1000,8.0,1,5,300,0,3,20,1,0,SMS_Offer,5,20,10.9,6,0,,0.31
3c79cd6e4d6ebfa1,25,Male,New York,28828,1,2024-08-31,Basic,0.87,272,15.2,25.0,2,500,9.9,0,0,300,0,4,22,0,0,Search_Ads,0,23,8.6,9,0,,0.375
ee0b4b2bdf2da69e,36,Male,San Diego,27100,31,2022-03-15,Standard,6.38,340,100.0,50.95,10,1000,9.2,0,1,300,0,7,52,1,1,Social_Media,10,6,5.3,11,0,,0.14
c0ca6ad383180067,40,Female,Los Angeles,56443,60,2019-10-27,Premium,29.22,616,26.3,82.98,50,2000,7.9,0,1,300,0,5,35,0,0,Online_Display,9,4,19.1,4,0,,0.155
ff31da1a827ef271,42,Female,Philadelphia,40388,3,2024-07-02,Premium,32.73,1124,10.3,87.03,50,2000,9.8,1,5,300,0,6,45,1,0,SMS_Offer,19,0,10.1,7,1,2024-08-01,0.31
5bfb905011ae1793,40,Female,San Antonio,34701,6,2024-04-03,Basic,2.24,92,8.7,27.42,2,500,9.2,0,7,300,0,4,41,0,0,TV_Commercial,12,2,17.6,6,0,,0.34
76318062b99d0b91,36,Male,New York,53499,1,2024-08-31,Standard,5.09,762,7.4,45.0,10,1000,7.4,0,1,300,0,8,60,1,0,Search_Ads,4,7,18.7,1,0,,0.38
7f52a061ed6f3e53,60,Female,Philadelphia,47064,31,2022-03-15,Basic,2.58,196,6.3,33.7,2,500,6.6,1,4,300,0,3,17,0,0,Online_Display,4,4,13.5,0,0,,0.43
cb64480ce3396854,52,Male,Chicago,23810,39,2021-07-18,Basic,0.82,312,24.9,35.91,2,500,8.6,1,3,300,0,4,38,1,0,Referral_Program,9,1,12.6,1,0,,0.27
094ec59ad669a058,39,Male,Los Angeles,53105,12,2023-10-06,Unlimited,695.26,2897,14.1,100.29,999,9999,7.3,2,4,300,0,8,70,2,0,Referral_Program,1,11,6.2,5,0,,0.385
a94e314771ea63fd,47,Female,Los Angeles,56857,38,2021-08-17,Premium,12.62,1014,11.7,96.88,50,2000,9.7,0,0,300,0,5,52,2,0,Email_Promotion,9,10,6.8,6,0,,0.065
1a6edb6c96b6cf08,49,Female,New York,64891,6,2024-04-03,Premium,39.85,1524,6.1,75.0,50,2000,8.6,2,6,300,0,5,48,0,0,Online_Display,16,5,8.1,8,0,,0.45
ccf3755932ac5e00,35,Female,New York,63603,1,2024-08-31,Basic,1.34,410,32.5,38.21,2,500,7.1,1,4,300,0,8,76,4,0,Online_Display,5,7,15.8,3,0,,0.495
916a102826cc3292,29,Male,San Jose,55795,1,2024-08-31,Unlimited,2446.07,3841,13.5,14574.89,999,9999,8.9,1,2,300,0,8,46,0,0,Direct_Mail,0,27,11.4,11,0,,0.415
db0bda0dbabf5eaf,55,Female,New York,113157,15,2023-07-08,Premium,47.36,980,8.0,75.0,50,2000,9.6,0,3,300,0,5,40,0,0,Referral_Program,5,3,16.6,3,0,,0.12
244d348eef808fe0,18,Female,Houston,20000,16,2023-06-08,Standard,18.56,405,1.5,161.58,10,1000,10.0,1,5,300,0,8,53,0,0,Search_Ads,6,24,11.4,14,1,2023-07-08,0.21
fce24b61f18ee353,55,Female,Philadelphia,71129,1,2024-08-31,Standard,2.69,483,28.8,48.45,10,1000,10.0,0,2,300,0,5,32,1,0,Direct_Mail,4,1,10.3,0,1,2024-09-30,0.25
5a19604cbeed7638,39,Female,New York,28418,25,2022-09-11,Premium,9.86,1443,17.3,89.27,50,2000,9.3,1,2,300,0,4,41,2,0,SMS_Offer,1,9,17.8,0,1,2022-10-11,0.265
3b3a82e8614eddc8,30,Female,New York,67668,3,2024-07-02,Premium,36.46,1004,20.7,94.62,50,2000,9.2,0,2,300,0,6,67,6,0,Online_Display,2,13,13.6,3,0,,0.24
d7e945c1154f3731,35,Female,Houston,57020,22,2022-12-10,Standard,7.19,168,4.0,53.41,10,1000,7.2,1,1,300,0,8,81,3,0,Online_Display,4,16,17.4,1,0,,0.34
3d4abe1fba881efe,26,Male,Los Angeles,37488,60,2019-10-27,Basic,2.16,83,30.7,28.99,2,500,8.7,0,1,300,0,7,46,2,0,Search_Ads,9,14,5.2,3,0,,0.285
dca8c1cae3e00fad,62,Male,New York,98316,3,2024-07-02,Premium,10.34,1157,5.0,77.87,50,2000,8.5,0,1,300,0,4,24,1,1,Email_Promotion,2,7,18.7,1,1,2024-08-01,0.325
b2034146f9b44a9f,47,Male,San Jose,59895,4,2024-06-02,Basic,2.46,177,21.7,41.58,2,500,5.1,1,3,300,0,2,12,1,0,Email_Promotion,12,1,14.6,4,1,2024-07-02,0.655
